Axolabs Run ID	Sample No.	Animal ID	Group	Dose Level  (mg)	Matrix	Nominal Timepoint (Day)	LLOQ  (ng/g)	Concentration (ng/g)
AN422.0-24_01_AB02	196	326	3	1.0	Spinal Cord, cervical	4	20.0	162.1
AN422.0-24_01_AB02	197	371	3	1.0	Spinal Cord, cervical	4	20.0	4,917.9
AN422.0-24_01_AB02	198	372	3	1.0	Spinal Cord, cervical	4	20.0	2,495.9
AN422.0-24_01_AB03	40	373	3	1.0	Spinal Cord, cervical	4	20.0	11,724.9
AN422.0-24_01_AB03	23	374	3	1.0	Spinal Cord, cervical	4	20.0	4,169.9
AN422.0-24_01_AB02	201	375R	3	1.0	Spinal Cord, cervical	4	20.0	9,601.4
AN422.0-24_01_AB02	202	376	3	1.0	Spinal Cord, cervical	4	20.0	652.6
AN422.0-24_01_AB02	263	421	4	3.0	Spinal Cord, cervical	4	20.0	11,677.3
AN422.0-24_01_AB02	264	422	4	3.0	Spinal Cord, cervical	4	20.0	1,558.5
AN422.0-24_01_AB02	265	423	4	3.0	Spinal Cord, cervical	4	20.0	19,866.2
AN422.0-24_01_AB02	266	424	4	3.0	Spinal Cord, cervical	4	20.0	7,987.7
AN422.0-24_01_AB02	267	425	4	3.0	Spinal Cord, cervical	4	20.0	6,498.3
AN422.0-24_01_AB02	268	426	4	3.0	Spinal Cord, cervical	4	20.0	2,968.6
AN422.0-24_01_AB02	269	471	4	3.0	Spinal Cord, cervical	4	20.0	17,237.7
AN422.0-24_01_AB02	270	472	4	3.0	Spinal Cord, cervical	4	20.0	17,550.0
AN422.0-24_01_AB02	271	473	4	3.0	Spinal Cord, cervical	4	20.0	19,263.1
AN422.0-24_01_AB02	272	474	4	3.0	Spinal Cord, cervical	4	20.0	10,127.3
AN422.0-24_01_AB02	273	475	4	3.0	Spinal Cord, cervical	4	20.0	19,638.9
AN422.0-24_01_AB02	274	476	4	3.0	Spinal Cord, cervical	4	20.0	1,333.4
AN422.0-24_01_AB02	34	121	1	0	Spinal Cord, lumbar	4	20.0	BQL
AN422.0-24_01_AB02	35	122	1	0	Spinal Cord, lumbar	4	20.0	BQL
AN422.0-24_01_AB02	36	123	1	0	Spinal Cord, lumbar	4	20.0	BQL
AN422.0-24_01_AB02	42	171	1	0	Spinal Cord, lumbar	4	20.0	BQL
AN422.0-24_01_AB02	43	172	1	0	Spinal Cord, lumbar	4	20.0	BQL
AN422.0-24_01_AB02	44	173	1	0	Spinal Cord, lumbar	4	20.0	BQL
AN422.0-24_01_AB02	97	221	2	0.3	Spinal Cord, lumbar	4	20.0	73.3
AN422.0-24_01_AB03	24	222	2	0.3	Spinal Cord, lumbar	4	20.0	28,355.6
AN422.0-24_01_AB03	16	223	2	0.3	Spinal Cord, lumbar	4	20.0	2,426.3
AN422.0-24_01_AB02	100	224	2	0.3	Spinal Cord, lumbar	4	20.0	4,264.2
AN422.0-24_01_AB03	25	225	2	0.3	Spinal Cord, lumbar	4	20.0	25,826.1
AN422.0-24_01_AB03	26	226	2	0.3	Spinal Cord, lumbar	4	20.0	9,481.8
AN422.0-24_01_AB02	103	271	2	0.3	Spinal Cord, lumbar	4	20.0	5,168.0
AN422.0-24_01_AB03	27	272	2	0.3	Spinal Cord, lumbar	4	20.0	18,699.0
AN422.0-24_01_AB03	17	273	2	0.3	Spinal Cord, lumbar	4	20.0	1,082.5
AN422.0-24_01_AB02	106	274	2	0.3	Spinal Cord, lumbar	4	20.0	118.5
AN422.0-24_01_AB02	107	275	2	0.3	Spinal Cord, lumbar	4	20.0	7,168.4
AN422.0-24_01_AB02	108	276	2	0.3	Spinal Cord, lumbar	4	20.0	2,867.0
AN422.0-24_01_AB03	32	321	3	1.0	Spinal Cord, lumbar	4	20.0	49,771.2
AN422.0-24_01_AB03	33	322	3	1.0	Spinal Cord, lumbar	4	20.0	20,285.2
AN422.0-24_01_AB03	42	323	3	1.0	Spinal Cord, lumbar	4	20.0	66,235.2
AN422.0-24_01_AB03	21	324	3	1.0	Spinal Cord, lumbar	4	20.0	4,723.7
AN422.0-24_01_AB03	34	325	3	1.0	Spinal Cord, lumbar	4	20.0	14,085.0
AN422.0-24_01_AB03	22	326	3	1.0	Spinal Cord, lumbar	4	20.0	287.2
AN422.0-24_01_AB03	35	371	3	1.0	Spinal Cord, lumbar	4	20.0	30,522.5
AN422.0-24_01_AB03	36	372	3	1.0	Spinal Cord, lumbar	4	20.0	20,735.7
AN422.0-24_01_AB03	40	373	3	1.0	Spinal Cord, lumbar	4	20.0	11,724.9
AN422.0-24_01_AB03	37	374	3	1.0	Spinal Cord, lumbar	4	20.0	45,825.8
AN422.0-24_01_AB03	38	375R	3	1.0	Spinal Cord, lumbar	4	20.0	24,105.7
AN422.0-24_01_AB03	39	376	3	1.0	Spinal Cord, lumbar	4	20.0	7,570.2
AN422.0-24_01_AB02	251	421	4	3.0	Spinal Cord, lumbar	4	20.0	6,100.9
AN422.0-24_01_AB02	252	422	4	3.0	Spinal Cord, lumbar	4	20.0	9,395.0
AN422.0-24_01_AB02	253	423	4	3.0	Spinal Cord, lumbar	4	20.0	52,382.7
AN422.0-24_01_AB02	254	424	4	3.0	Spinal Cord, lumbar	4	20.0	70,343.5
AN422.0-24_01_AB02	255	425	4	3.0	Spinal Cord, lumbar	4	20.0	52,912.1
AN422.0-24_01_AB02	256	426	4	3.0	Spinal Cord, lumbar	4	20.0	81,295.5
AN422.0-24_01_AB02	257	471	4	3.0	Spinal Cord, lumbar	4	20.0	35,121.4
AN422.0-24_01_AB03	44	472	4	3.0	Spinal Cord, lumbar	4	20.0	147,586.8
AN422.0-24_01_AB03	45	473	4	3.0	Spinal Cord, lumbar	4	20.0	179,252.0
AN422.0-24_01_AB03	46	474	4	3.0	Spinal Cord, lumbar	4	20.0	330,830.9
AN422.0-24_01_AB03	47	475	4	3.0	Spinal Cord, lumbar	4	20.0	139,305.1
AN422.0-24_01_AB03	41	476	4	3.0	Spinal Cord, lumbar	4	20.0	8,412.9
