study_id	qpcr_id	region	well	sample_id	sample_group	target	control	target_ct	control_ct	delta_ct	twoddct	mincol	platecolincrement	biorep
CMR-1465	JES0024	VC	M20		NTC	PRNP	TBP	14.217543601989746	25.173555374145508	-10.956011772155762	1.0133423407649558	19	1	CMR-1465-JES0024-M19-20
CMR-1465	JES0024	VC	A21		P3 v1-2439	PRNP	TBP	16.082765579223633	25.486146926879883	-9.40338134765625	0.34543620938522357	21	1	CMR-1465-JES0024-A21-22
CMR-1465	JES0024	VC	A22		P3 v1-2439	PRNP	TBP	16.092563629150391	25.474811553955078	-9.3822479248046875	0.3404129436999852	21	1	CMR-1465-JES0024-A21-22
CMR-1465	JES0024	VC	B21		P3 v1-2439	PRNP	TBP	15.69677734375	25.18303108215332	-9.48625373840332	0.3658600039664533	21	1	CMR-1465-JES0024-B21-22
CMR-1465	JES0024	VC	B22		P3 v1-2439	PRNP	TBP	15.711245536804199	25.247127532958984	-9.535881996154785	0.3786644453115736	21	1	CMR-1465-JES0024-B21-22
CMR-1465	JES0024	VC	C21		P3 v1-2439	PRNP	TBP	17.301782608032227	25.242565155029297	-7.94078254699707	0.12533770800962302	21	1	CMR-1465-JES0024-C21-22
CMR-1465	JES0024	VC	C22		P3 v1-2439	PRNP	TBP	17.334999084472656	25.240272521972656	-7.9052734375	0.1222904214256861	21	1	CMR-1465-JES0024-C21-22
CMR-1465	JES0024	VC	D21		P3 v1-2439	PRNP	TBP	15.670323371887207	25.093935012817383	-9.423611640930176	0.35031423436303494	21	1	CMR-1465-JES0024-D21-22
CMR-1465	JES0024	VC	D22		P3 v1-2439	PRNP	TBP	15.742160797119141	25.124853134155273	-9.382692337036133	0.34051782170605865	21	1	CMR-1465-JES0024-D21-22
CMR-1465	JES0024	VC	E21		P3 v1-2439	PRNP	TBP	15.416075706481934	25.763431549072266	-10.347355842590332	0.6645573986283343	21	1	CMR-1465-JES0024-E21-22
CMR-1465	JES0024	VC	E22		P3 v1-2439	PRNP	TBP	15.457182884216309	25.79188346862793	-10.334700584411621	0.6587534233446792	21	1	CMR-1465-JES0024-E21-22
CMR-1465	JES0024	VC	F21		P3 v1-2439	PRNP	TBP	16.467018127441406	25.145212173461914	-8.678194046020508	0.20896075514461782	21	1	CMR-1465-JES0024-F21-22
CMR-1465	JES0024	VC	F22		P3 v1-2439	PRNP	TBP	16.477268218994141	25.249322891235352	-8.772054672241211	0.22300756359154092	21	1	CMR-1465-JES0024-F21-22
CMR-1465	JES0024	VC	G21			PRNP	TBP					20	2	CMR-1465-JES0024-G20-21
CMR-1465	JES0024	VC	G22			PRNP	TBP					20	2	CMR-1465-JES0024-G22-23
CMR-1465	JES0024	VC	H21		P3 v1-2520	PRNP	TBP	15.568963050842285	25.843994140625	-10.275031089782715	0.6320633045783927	21	1	CMR-1465-JES0024-H21-22
CMR-1465	JES0024	VC	H22		P3 v1-2520	PRNP	TBP	15.620898246765137	25.839076995849609	-10.218178749084473	0.6076399474999609	21	1	CMR-1465-JES0024-H21-22
CMR-1465	JES0024	VC	I21		P3 v1-2520	PRNP	TBP	15.588190078735352	25.502420425415039	-9.9142303466796875	0.4922080715653956	21	1	CMR-1465-JES0024-I21-22
CMR-1465	JES0024	VC	I22		P3 v1-2520	PRNP	TBP	15.565972328186035	25.475227355957031	-9.909255027770996	0.4905135524558013	21	1	CMR-1465-JES0024-I21-22
CMR-1465	JES0024	VC	J21		P3 v1-2520	PRNP	TBP	16.861959457397461	26.199684143066406	-9.337724685668945	0.3300678578831521	21	1	CMR-1465-JES0024-J21-22
CMR-1465	JES0024	VC	J22		P3 v1-2520	PRNP	TBP	16.809377670288086	26.21527099609375	-9.405893325805664	0.3460381966766644	21	1	CMR-1465-JES0024-J21-22
CMR-1465	JES0024	VC	K21		P3 v1-2520	PRNP	TBP	15.58498477935791	25.507705688476562	-9.922720909118652	0.49511335987227156	21	1	CMR-1465-JES0024-K21-22
CMR-1465	JES0024	VC	K22		P3 v1-2520	PRNP	TBP	15.527364730834961	25.499332427978516	-9.971967697143555	0.5123059568125381	21	1	CMR-1465-JES0024-K21-22
CMR-1465	JES0024	VC	L21		P3 v1-2520	PRNP	TBP	14.862879753112793	25.256277084350586	-10.393397331237793	0.6861078157142387	21	1	CMR-1465-JES0024-L21-22
CMR-1465	JES0024	VC	L22		P3 v1-2520	PRNP	TBP	14.829163551330566	25.297405242919922	-10.468241691589355	0.7226412759360407	21	1	CMR-1465-JES0024-L21-22
CMR-1465	JES0024	VC	M21		P3 v1-2520	PRNP	TBP	14.873866081237793	25.123256683349609	-10.249390602111816	0.6209291112651621	21	1	CMR-1465-JES0024-M21-22
CMR-1465	JES0024	VC	M22		P3 v1-2520	PRNP	TBP	14.815901756286621	25.03431510925293	-10.218413352966309	0.6077387669162593	21	1	CMR-1465-JES0024-M21-22
CMR-1465	JES0024	VC	A23		P3 v1-2710	PRNP	TBP	14.302017211914062	25.105510711669922	-10.80349349975586	0.9116824914407099	23	1	CMR-1465-JES0024-A23-24
CMR-1465	JES0024	VC	A24		P3 v1-2710	PRNP	TBP	14.190474510192871	25.063304901123047	-10.872830390930176	0.9565685508452518	23	1	CMR-1465-JES0024-A23-24
CMR-1465	JES0024	VC	B23		P3 v1-2710	PRNP	TBP	14.393550872802734	25.17945671081543	-10.785905838012695	0.9006357888351044	23	1	CMR-1465-JES0024-B23-24
CMR-1465	JES0024	VC	B24		P3 v1-2710	PRNP	TBP	14.347500801086426	25.27653694152832	-10.929036140441895	0.9945708240940482	23	1	CMR-1465-JES0024-B23-24
CMR-1465	JES0024	VC	C23		P3 v1-2710	PRNP	TBP	14.609410285949707	25.505941390991211	-10.896531105041504	0.9724129285867726	23	1	CMR-1465-JES0024-C23-24
CMR-1465	JES0024	VC	C24		P3 v1-2710	PRNP	TBP	13.144303321838379	24.21055793762207	-11.066254615783691	1.093811769275162	23	1	CMR-1465-JES0024-C23-24
CMR-1465	JES0024	VC	D23		P3 v1-2710	PRNP	TBP	14.953681945800781	25.015872955322266	-10.062191009521484	0.5453675947389784	23	1	CMR-1465-JES0024-D23-24
CMR-1465	JES0024	VC	D24		P3 v1-2710	PRNP	TBP	14.90217113494873	25.025922775268555	-10.123751640319824	0.569142379678718	23	1	CMR-1465-JES0024-D23-24
CMR-1465	JES0024	VC	E23		P3 v1-2710	PRNP	TBP	14.126535415649414	25.234848022460938	-11.108312606811523	1.1261683271104177	23	1	CMR-1465-JES0024-E23-24
CMR-1465	JES0024	VC	E24		P3 v1-2710	PRNP	TBP	14.068044662475586	25.167390823364258	-11.099346160888672	1.1191908211221593	23	1	CMR-1465-JES0024-E23-24
CMR-1465	JES0024	VC	F23		P3 v1-2710	PRNP	TBP	14.910195350646973	25.566299438476562	-10.65610408782959	0.8231424144545484	23	1	CMR-1465-JES0024-F23-24
CMR-1465	JES0024	VC	F24		P3 v1-2710	PRNP	TBP	14.908685684204102	25.611345291137695	-10.702659606933594	0.8501383114440391	23	1	CMR-1465-JES0024-F23-24
CMR-1465	JES0024	VC	H23		P3 v1-2768	PRNP	TBP	15.185720443725586	25.579357147216797	-10.393636703491211	0.6862216643066303	23	1	CMR-1465-JES0024-H23-24
CMR-1465	JES0024	VC	H24		P3 v1-2768	PRNP	TBP	15.10722541809082	25.524738311767578	-10.417512893676758	0.6976729327706236	23	1	CMR-1465-JES0024-H23-24
CMR-1465	JES0024	VC	I23		P3 v1-2768	PRNP	TBP	15.029857635498047	25.934722900390625	-10.904865264892578	0.9780466196969185	23	1	CMR-1465-JES0024-I23-24
CMR-1465	JES0024	VC	I24		P3 v1-2768	PRNP	TBP	14.978777885437012	25.845006942749023	-10.866229057312012	0.9522015827367819	23	1	CMR-1465-JES0024-I23-24
CMR-1465	JES0024	VC	J23		P3 v1-2768	PRNP	TBP	14.777145385742188	25.096090316772461	-10.318944931030273	0.6515983274252133	23	1	CMR-1465-JES0024-J23-24
CMR-1465	JES0024	VC	J24		P3 v1-2768	PRNP	TBP	14.693489074707031	25.071027755737305	-10.377538681030273	0.67860715934368665	23	1	CMR-1465-JES0024-J23-24
CMR-1465	JES0024	VC	K23		P3 v1-2768	PRNP	TBP	17.668548583984375	25.353240966796875	-7.6846923828125	0.10495205041814938	23	1	CMR-1465-JES0024-K23-24
CMR-1465	JES0024	VC	K24		P3 v1-2768	PRNP	TBP	17.688642501831055	25.357553482055664	-7.668910980224609	0.10381025363480252	23	1	CMR-1465-JES0024-K23-24
CMR-1465	JES0024	VC	L23		P3 v1-2768	PRNP	TBP	15.532546997070312	24.891548156738281	-9.359001159667969	0.3349716800995061	23	1	CMR-1465-JES0024-L23-24
CMR-1465	JES0024	VC	L24		P3 v1-2768	PRNP	TBP	15.506226539611816	24.923484802246094	-9.417258262634277	0.3487749033020495	23	1	CMR-1465-JES0024-L23-24
CMR-1465	JES0024	VC	P11		no lysate	PRNP	TBP	Undetermined	Undetermined			11	1	CMR-1465-JES0024-P11-12
CMR-1465	JES0024	VC	P12		no lysate	PRNP	TBP	Undetermined	Undetermined			11	1	CMR-1465-JES0024-P11-12
CMR-1465	JES0024	VC	P13		no lysate	PRNP	TBP	Undetermined	Undetermined			11	1	CMR-1465-JES0024-P13-14
CMR-1465	JES0024	VC	P14		no lysate	PRNP	TBP	Undetermined	Undetermined			11	1	CMR-1465-JES0024-P13-14
CMR-1465	JES0025	Thal	A3		saline	PRNP	TBP	15.952746391296387	27.983478546142578	-12.030732154846191	1.11822687307237	3	1	CMR-1465-JES0025-A3-4
CMR-1465	JES0025	Thal	A4		saline	PRNP	TBP	15.753299713134766	27.766633987426758	-12.013334274291992	1.1048228329088512	3	1	CMR-1465-JES0025-A3-4
CMR-1465	JES0025	Thal	B3		saline	PRNP	TBP	15.620626449584961	27.224559783935547	-11.603933334350586	0.8318608353688096	3	1	CMR-1465-JES0025-B3-4
CMR-1465	JES0025	Thal	B4		saline	PRNP	TBP	15.680956840515137	27.304990768432617	-11.62403392791748	0.8435319940738405	3	1	CMR-1465-JES0025-B3-4
CMR-1465	JES0025	Thal	C3		saline	PRNP	TBP	16.564868927001953	27.980854034423828	-11.415985107421875	0.7302517794712653	3	1	CMR-1465-JES0025-C3-4
CMR-1465	JES0025	Thal	C4		saline	PRNP	TBP	16.626588821411133	28.034418106079102	-11.407829284667969	0.7261351775863792	3	1	CMR-1465-JES0025-C3-4
CMR-1465	JES0025	Thal	D3		saline	PRNP	TBP	15.101490020751953	26.953393936157227	-11.851903915405273	0.9878642314741986	3	1	CMR-1465-JES0025-D3-4
CMR-1465	JES0025	Thal	D4		saline	PRNP	TBP	15.188057899475098	27.035171508789062	-11.847113609313965	0.9845895793280433	3	1	CMR-1465-JES0025-D3-4
CMR-1465	JES0025	Thal	E3		saline	PRNP	TBP	15.762598991394043	27.136518478393555	-11.373919486999512	0.7092667655766126	3	1	CMR-1465-JES0025-E3-4
CMR-1465	JES0025	Thal	E4		saline	PRNP	TBP	15.800407409667969	27.198696136474609	-11.39828872680664	0.7213490805252336	3	1	CMR-1465-JES0025-E3-4
CMR-1465	JES0025	Thal	F3		saline	PRNP	TBP	15.514728546142578	27.003969192504883	-11.489240646362305	0.7682892181111753	3	1	CMR-1465-JES0025-F3-4
CMR-1465	JES0025	Thal	F4		saline	PRNP	TBP	15.570951461791992	27.086748123168945	-11.515796661376953	0.7825622525884713	3	1	CMR-1465-JES0025-F3-4
CMR-1465	JES0025	Thal	H3		NTC	PRNP	TBP	15.247529983520508	26.8385009765625	-11.590970993041992	0.8244201999446611	3	1	CMR-1465-JES0025-H3-4
CMR-1465	JES0025	Thal	H4		NTC	PRNP	TBP	15.344654083251953	27.005731582641602	-11.661077499389648	0.8654715289068354	3	1	CMR-1465-JES0025-H3-4
CMR-1465	JES0025	Thal	I3		NTC	PRNP	TBP	16.70195198059082	28.781930923461914	-12.079978942871094	1.157056816828013	3	1	CMR-1465-JES0025-I3-4
CMR-1465	JES0025	Thal	I4		NTC	PRNP	TBP	16.727052688598633	28.623205184936523	-11.89615249633789	1.0186322243645118	3	1	CMR-1465-JES0025-I3-4
CMR-1465	JES0025	Thal	J3		NTC	PRNP	TBP	15.986092567443848	27.365806579589844	-11.379714012145996	0.7121212348878453	3	1	CMR-1465-JES0025-J3-4
CMR-1465	JES0025	Thal	J4		NTC	PRNP	TBP	16.082387924194336	27.496234893798828	-11.413846969604492	0.7291703156436754	3	1	CMR-1465-JES0025-J3-4
CMR-1465	JES0025	Thal	K3		NTC	PRNP	TBP	15.902358055114746	27.915891647338867	-12.013533592224121	1.1049754820888176	3	1	CMR-1465-JES0025-K3-4
CMR-1465	JES0025	Thal	K4		NTC	PRNP	TBP	16.001089096069336	27.880657196044922	-11.879568099975586	1.0069896577480408	3	1	CMR-1465-JES0025-K3-4
CMR-1465	JES0025	Thal	L3		NTC	PRNP	TBP	18.264322280883789	30.246463775634766	-11.982141494750977	1.0811916394296361	3	1	CMR-1465-JES0025-L3-4
CMR-1465	JES0025	Thal	L4		NTC	PRNP	TBP	18.446510314941406	30.34466552734375	-11.898155212402344	1.0200472481077203	3	1	CMR-1465-JES0025-L3-4
CMR-1465	JES0025	Thal	M3		NTC	PRNP	TBP	16.077232360839844	28.434547424316406	-12.357315063476562	1.4023007829681844	3	1	CMR-1465-JES0025-M3-4
CMR-1465	JES0025	Thal	M4		NTC	PRNP	TBP	16.191238403320312	28.473014831542969	-12.281776428222656	1.3307662605012531	3	1	CMR-1465-JES0025-M3-4
CMR-1465	JES0025	Thal	A17		2439	PRNP	TBP	17.759302139282227	27.283111572265625	-9.523809432983398	0.19673017979416987	17	1	CMR-1465-JES0025-A17-18
CMR-1465	JES0025	Thal	A18		2439	PRNP	TBP	17.965312957763672	27.450931549072266	-9.485618591308594	0.19159068931582865	17	1	CMR-1465-JES0025-A17-18
CMR-1465	JES0025	Thal	B17		2439	PRNP	TBP	18.39990234375	28.138263702392578	-9.738361358642578	0.2282745808995953	17	1	CMR-1465-JES0025-B17-18
CMR-1465	JES0025	Thal	B18		2439	PRNP	TBP	18.456100463867188	28.209199905395508	-9.75309944152832	0.2306185085418333	17	1	CMR-1465-JES0025-B17-18
CMR-1465	JES0025	Thal	C17		2439	PRNP	TBP	18.842967987060547	27.635164260864258	-8.792196273803711	0.1184768455944057	17	1	CMR-1465-JES0025-C17-18
CMR-1465	JES0025	Thal	C18		2439	PRNP	TBP	18.861785888671875	27.623691558837891	-8.761905670166016	0.1160152559357388	17	1	CMR-1465-JES0025-C17-18
CMR-1465	JES0025	Thal	D17		2439	PRNP	TBP	17.27189826965332	26.90485954284668	-9.63296127319336	0.21219198075611656	17	1	CMR-1465-JES0025-D17-18
CMR-1465	JES0025	Thal	D18		2439	PRNP	TBP	17.250301361083984	26.8841552734375	-9.633853912353516	0.2123233109924697	17	1	CMR-1465-JES0025-D17-18
CMR-1465	JES0025	Thal	E17		2439	PRNP	TBP	17.093273162841797	27.325761795043945	-10.232488632202148	0.3215175509657977	17	1	CMR-1465-JES0025-E17-18
CMR-1465	JES0025	Thal	E18		2439	PRNP	TBP	17.263265609741211	27.444416046142578	-10.181150436401367	0.31027754624224524	17	1	CMR-1465-JES0025-E17-18
CMR-1465	JES0025	Thal	F17		2439	PRNP	TBP	19.715869903564453	28.477422714233398	-8.761552810668945	0.11598688398058479	17	1	CMR-1465-JES0025-F17-18
CMR-1465	JES0025	Thal	F18		2439	PRNP	TBP	19.645219802856445	28.411403656005859	-8.766183853149414	0.11635979939460996	17	1	CMR-1465-JES0025-F17-18
CMR-1465	JES0025	Thal	G17			PRNP	TBP					17	1	CMR-1465-JES0025-G17-18
CMR-1465	JES0025	Thal	G18			PRNP	TBP					17	1	CMR-1465-JES0025-G17-18
CMR-1465	JES0025	Thal	H17		2520	PRNP	TBP	19.644527435302734	31.258079528808594	-11.61355209350586	0.8374255610646354	17	1	CMR-1465-JES0025-H17-18
CMR-1465	JES0025	Thal	H18		2520	PRNP	TBP	19.972663879394531	31.354717254638672	-11.38205337524414	0.71327689251273	17	1	CMR-1465-JES0025-H17-18
CMR-1465	JES0025	Thal	I17		2520	PRNP	TBP	18.961393356323242	28.826778411865234	-9.865385055541992	0.24928462698964682	17	1	CMR-1465-JES0025-I17-18
CMR-1465	JES0025	Thal	I18		2520	PRNP	TBP	18.282331466674805	28.816591262817383	-10.534259796142578	0.39632079215712185	17	1	CMR-1465-JES0025-I17-18
CMR-1465	JES0025	Thal	J17		2520	PRNP	TBP	18.10059928894043	28.105188369750977	-10.004589080810547	0.2745364946241595	17	1	CMR-1465-JES0025-J17-18
CMR-1465	JES0025	Thal	J18		2520	PRNP	TBP	18.197673797607422	28.153215408325195	-9.955541610717773	0.26535991808759435	17	1	CMR-1465-JES0025-J17-18
CMR-1465	JES0025	Thal	K17		2520	PRNP	TBP	17.660163879394531	27.828569412231445	-10.168405532836914	0.3075485968863234	17	1	CMR-1465-JES0025-K17-18
CMR-1465	JES0025	Thal	K18		2520	PRNP	TBP	17.753339767456055	27.89329719543457	-10.139957427978516	0.3015435317744151	17	1	CMR-1465-JES0025-K17-18
CMR-1465	JES0025	Thal	L17		2520	PRNP	TBP	16.785198211669922	27.301153182983398	-10.515954971313477	0.39132406474431713	17	1	CMR-1465-JES0025-L17-18
CMR-1465	JES0025	Thal	L18		2520	PRNP	TBP	16.692466735839844	27.173122406005859	-10.480655670166016	0.38186548601135284	17	1	CMR-1465-JES0025-L17-18
CMR-1465	JES0025	Thal	M17		2520	PRNP	TBP	17.888933181762695	27.414634704589844	-9.525701522827148	0.19698836004801434	17	1	CMR-1465-JES0025-M17-18
CMR-1465	JES0025	Thal	M18		2520	PRNP	TBP	17.828224182128906	27.464212417602539	-9.635988235473633	0.21263765457265207	17	1	CMR-1465-JES0025-M17-18
CMR-1465	JES0025	Thal	N17			PRNP	TBP					17	1	CMR-1465-JES0025-N17-18
CMR-1465	JES0025	Thal	N18			PRNP	TBP					17	1	CMR-1465-JES0025-N17-18
CMR-1465	JES0025	Thal	P1		no lysate	PRNP	TBP	Undetermined	Undetermined			1	1	CMR-1465-JES0025-P1-2
CMR-1465	JES0025	Thal	P3		no lysate	PRNP	TBP	Undetermined	Undetermined			1	1	CMR-1465-JES0025-P3-4
CMR-1465	JES0025	Thal	P5		no lysate	PRNP	TBP	Undetermined	Undetermined			1	1	CMR-1465-JES0025-P5-6
CMR-1465	JES0025	Thal	P7		no lysate	PRNP	TBP	Undetermined	Undetermined			1	1	CMR-1465-JES0025-P7-8
CMR-1465	JES0025	Str	A1		saline	PRNP	TBP	16.078699111938477	27.805027008056641	-11.726327896118164	0.911207672333841	1	1	CMR-1465-JES0025-A1-2
CMR-1465	JES0025	Str	A2		saline	PRNP	TBP	16.114570617675781	27.928821563720703	-11.814250946044922	0.9684670361586223	1	1	CMR-1465-JES0025-A1-2
CMR-1465	JES0025	Str	B1		saline	PRNP	TBP	16.094696044921875	27.619075775146484	-11.52437973022461	0.7921818945821233	1	1	CMR-1465-JES0025-B1-2
CMR-1465	JES0025	Str	B2		saline	PRNP	TBP	16.143234252929688	27.662324905395508	-11.51909065246582	0.7892829862466939	1	1	CMR-1465-JES0025-B1-2
CMR-1465	JES0025	Str	C1		saline	PRNP	TBP	15.460589408874512	27.612594604492188	-12.152005195617676	1.2239368298083302	1	1	CMR-1465-JES0025-C1-2
CMR-1465	JES0025	Str	C2		saline	PRNP	TBP	15.409801483154297	27.668275833129883	-12.258474349975586	1.3176783565801164	1	1	CMR-1465-JES0025-C1-2
CMR-1465	JES0025	Str	D1		saline	PRNP	TBP	15.202939987182617	27.225421905517578	-12.022481918334961	1.1188416160095522	1	1	CMR-1465-JES0025-D1-2
CMR-1465	JES0025	Str	D2		saline	PRNP	TBP	15.056316375732422	27.199068069458008	-12.142751693725586	1.2161115741323454	1	1	CMR-1465-JES0025-D1-2
CMR-1465	JES0025	Str	E1		saline	PRNP	TBP	16.130672454833984	27.869411468505859	-11.738739013671875	0.919080361713861	1	1	CMR-1465-JES0025-E1-2
CMR-1465	JES0025	Str	E2		saline	PRNP	TBP	16.13511848449707	27.780601501464844	-11.645483016967773	0.8615502924922788	1	1	CMR-1465-JES0025-E1-2
CMR-1465	JES0025	Str	F1		saline	PRNP	TBP	16.418941497802734	27.94383430480957	-11.524892807006836	0.7924636744517135	1	1	CMR-1465-JES0025-F1-2
CMR-1465	JES0025	Str	F2		saline	PRNP	TBP	16.463415145874023	28.073829650878906	-11.610414505004883	0.8408605165112973	1	1	CMR-1465-JES0025-F1-2
CMR-1465	JES0025	Str	H1		NTC	PRNP	TBP	15.266254425048828	27.313743591308594	-12.047489166259766	1.138404342159967	1	1	CMR-1465-JES0025-H1-2
CMR-1465	JES0025	Str	H2		NTC	PRNP	TBP	15.219512939453125	27.447381973266602	-12.227869033813477	1.2900195569389705	1	1	CMR-1465-JES0025-H1-2
CMR-1465	JES0025	Str	I1		NTC	PRNP	TBP	16.356555938720703	28.022937774658203	-11.6663818359375	0.8741215065719586	1	1	CMR-1465-JES0025-I1-2
CMR-1465	JES0025	Str	I2		NTC	PRNP	TBP	16.443149566650391	28.041318893432617	-11.598169326782227	0.8337537384605388	1	1	CMR-1465-JES0025-I1-2
CMR-1465	JES0025	Str	J1		NTC	PRNP	TBP	16.679195404052734	28.155923843383789	-11.476728439331055	0.7664440276738571	1	1	CMR-1465-JES0025-J1-2
CMR-1465	JES0025	Str	J2		NTC	PRNP	TBP	16.647319793701172	28.056455612182617	-11.409135818481445	0.7313630887131317	1	1	CMR-1465-JES0025-J1-2
CMR-1465	JES0025	Str	K1		NTC	PRNP	TBP	15.769806861877441	27.791574478149414	-12.021767616271973	1.1182877962221425	1	1	CMR-1465-JES0025-K1-2
CMR-1465	JES0025	Str	K2		NTC	PRNP	TBP	15.816249847412109	27.757463455200195	-11.941213607788086	1.05755853043397	1	1	CMR-1465-JES0025-K1-2
CMR-1465	JES0025	Str	L1		NTC	PRNP	TBP	16.594573974609375	28.485244750976562	-11.890670776367188	1.0211499122391232	1	1	CMR-1465-JES0025-L1-2
CMR-1465	JES0025	Str	L2		NTC	PRNP	TBP	16.557886123657227	28.534770965576172	-11.976884841918945	1.084033052403402	1	1	CMR-1465-JES0025-L1-2
CMR-1465	JES0025	Str	M1		NTC	PRNP	TBP	16.149177551269531	28.175264358520508	-12.026086807250977	1.1216407820606322	1	1	CMR-1465-JES0025-M1-2
CMR-1465	JES0025	Str	M2		NTC	PRNP	TBP	16.136281967163086	28.179597854614258	-12.043315887451172	1.135116042291889	1	1	CMR-1465-JES0025-M1-2
CMR-1465	JES0025	Str	A15		2439	PRNP	TBP	19.076959609985352	28.857694625854492	-9.78073501586914	0.2365568625548445	15	1	CMR-1465-JES0025-A15-16
CMR-1465	JES0025	Str	A16		2439	PRNP	TBP	19.185466766357422	28.972387313842773	-9.786920547485352	0.23757327363684533	15	1	CMR-1465-JES0025-A15-16
CMR-1465	JES0025	Str	B15		2439	PRNP	TBP	17.623466491699219	27.885087966918945	-10.261621475219727	0.3301389763091132	15	1	CMR-1465-JES0025-B15-16
CMR-1465	JES0025	Str	B16		2439	PRNP	TBP	17.779304504394531	27.949909210205078	-10.170604705810547	0.30995455471427896	15	1	CMR-1465-JES0025-B15-16
CMR-1465	JES0025	Str	C15		2439	PRNP	TBP	18.097114562988281	27.811223983764648	-9.714109420776367	0.2258807644857927	15	1	CMR-1465-JES0025-C15-16
CMR-1465	JES0025	Str	C16		2439	PRNP	TBP	18.165212631225586	27.848983764648438	-9.683771133422852	0.2211803364785487	15	1	CMR-1465-JES0025-C15-16
CMR-1465	JES0025	Str	D15		2439	PRNP	TBP	17.882244110107422	27.501386642456055	-9.619142532348633	0.21149074492652867	15	1	CMR-1465-JES0025-D15-16
CMR-1465	JES0025	Str	D16		2439	PRNP	TBP	17.884954452514648	27.484582901000977	-9.599628448486328	0.20864935299160636	15	1	CMR-1465-JES0025-D15-16
CMR-1465	JES0025	Str	E15		2439	PRNP	TBP	16.14973258972168	26.978616714477539	-10.82888412475586	0.48917006602740404	15	1	CMR-1465-JES0025-E15-16
CMR-1465	JES0025	Str	E16		2439	PRNP	TBP	16.316007614135742	27.225896835327148	-10.909889221191406	0.5174219365448963	15	1	CMR-1465-JES0025-E15-16
CMR-1465	JES0025	Str	F15		2439	PRNP	TBP	19.782089233398438	28.539445877075195	-8.757356643676758	0.11637721623631626	15	1	CMR-1465-JES0025-F15-16
CMR-1465	JES0025	Str	F16		2439	PRNP	TBP	19.812326431274414	28.577938079833984	-8.76561164855957	0.11704502767648489	15	1	CMR-1465-JES0025-F15-16
CMR-1465	JES0025	Str	G15			PRNP	TBP					15	1	CMR-1465-JES0025-G15-16
CMR-1465	JES0025	Str	G16			PRNP	TBP					15	1	CMR-1465-JES0025-G15-16
CMR-1465	JES0025	Str	H15		2520	PRNP	TBP	18.045932769775391	27.640842437744141	-9.59490966796875	0.20796801559395997	15	1	CMR-1465-JES0025-H15-16
CMR-1465	JES0025	Str	H16		2520	PRNP	TBP	18.210905075073242	27.85432243347168	-9.6434173583984375	0.21507940070402382	15	1	CMR-1465-JES0025-H15-16
CMR-1465	JES0025	Str	I15		2520	PRNP	TBP	20.000743865966797	30.066640853881836	-10.065896987915039	0.2882556700616871	15	1	CMR-1465-JES0025-I15-16
CMR-1465	JES0025	Str	I16		2520	PRNP	TBP	19.989841461181641	29.938621520996094	-9.948780059814453	0.26577991021489683	15	1	CMR-1465-JES0025-I15-16
CMR-1465	JES0025	Str	J15		2520	PRNP	TBP	18.902429580688477	28.639945983886719	-9.737516403198242	0.22957545447814587	15	1	CMR-1465-JES0025-J15-16
CMR-1465	JES0025	Str	J16		2520	PRNP	TBP	19.040435791015625	28.738828659057617	-9.698392868041992	0.22343340044483379	15	1	CMR-1465-JES0025-J15-16
CMR-1465	JES0025	Str	K15		2520	PRNP	TBP	18.146123886108398	28.499189376831055	-10.353065490722656	0.35174197022548914	15	1	CMR-1465-JES0025-K15-16
CMR-1465	JES0025	Str	K16		2520	PRNP	TBP	18.090213775634766	28.625530242919922	-10.535316467285156	0.3991050311522884	15	1	CMR-1465-JES0025-K15-16
CMR-1465	JES0025	Str	L15		2520	PRNP	TBP	17.843400955200195	28.065950393676758	-10.222549438476562	0.32131791872828835	15	1	CMR-1465-JES0025-L15-16
CMR-1465	JES0025	Str	L16		2520	PRNP	TBP	17.89366340637207	28.1151123046875	-10.22144889831543	0.32107289921966947	15	1	CMR-1465-JES0025-L15-16
CMR-1465	JES0025	Str	M15		2520	PRNP	TBP	18.520700454711914	28.487482070922852	-9.9667816162109375	0.2691170161117415	15	1	CMR-1465-JES0025-M15-16
CMR-1465	JES0025	Str	M16		2520	PRNP	TBP	18.611364364624023	28.521526336669922	-9.910161972045898	0.25875988388270516	15	1	CMR-1465-JES0025-M15-16
CMR-1465	JES0025	Str	N15			PRNP	TBP					15	1	CMR-1465-JES0025-N15-16
CMR-1465	JES0025	Str	N16			PRNP	TBP					15	1	CMR-1465-JES0025-N15-16
CMR-1465	JES0025	Str	P1		no lysate	PRNP	TBP	Undetermined	Undetermined			1	1	CMR-1465-JES0025-P1-2
CMR-1465	JES0025	Str	P3		no lysate	PRNP	TBP	Undetermined	Undetermined			1	1	CMR-1465-JES0025-P3-4
CMR-1465	JES0025	Str	P5		no lysate	PRNP	TBP	Undetermined	Undetermined			1	1	CMR-1465-JES0025-P5-6
CMR-1465	JES0025	Str	P7		no lysate	PRNP	TBP	Undetermined	Undetermined			1	1	CMR-1465-JES0025-P7-8
CMR-1465	JES0025	HP	A9		saline	PRNP	TBP	15.026629447937012	27.033355712890625	-12.006726264953613	1.2625681382392107	9	1	CMR-1465-JES0025-A9-10
CMR-1465	JES0025	HP	A10		saline	PRNP	TBP	15.202264785766602	27.182893753051758	-11.980628967285156	1.2399345342882588	9	1	CMR-1465-JES0025-A9-10
