study_id	animal	genotype	sex	tx	dose_dio	dosing_regimen	icv_date	harvest_date	days_harvest
CMR-1871	87027.1	Tg26372	F	matched tail-hiPS	1	0	2022-03-22	2022-04-25	34
CMR-1871	87027.2	Tg26372	F	matched tail-hiPS	1	0	2022-03-22	2022-04-25	34
CMR-1871	87027.3	Tg26372	F	matched tail-hiPS	1	0	2022-03-22	2022-04-25	34
CMR-1871	87024.1	Tg26372	M	matched tail-hiPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	87024.2	Tg26372	M	matched tail-hiPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	87024.3	Tg26372	M	matched tail-hiPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	87024.4	Tg26372	M	matched tail-hiPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	95043.1	Tg26372	F	matched tail-hiPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	95043.2	Tg26372	F	matched tail-hiPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	95043.3	Tg26372	F	matched tail-hiPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	95043.4	Tg26372	F	matched tail-hiPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	97823.1	Tg26372	M	fixed tail-hiPS	1	0	2022-03-24	2022-04-25	32
CMR-1871	97823.2	Tg26372	M	fixed tail-exNA	5	0	2022-03-24	2022-04-25	32
CMR-1871	97823.3	Tg26372	M	fixed tail-exNA	5	0	2022-03-24	2022-04-25	32
CMR-1871	97825.1	Tg26372	F	fixed tail-exNA	5	0	2022-03-24	2022-04-25	32
CMR-1871	97825.2	Tg26372	F	fixed tail-exNA	5	0	2022-03-24	2022-04-25	32
CMR-1871	97825.3	Tg26372	F	fixed tail-exNA	5	0	2022-03-24	2022-04-25	32
CMR-1871	97825.4	Tg26372	F	fixed tail-exNA	5	0	2022-03-24	2022-04-25	32
CMR-1871	97824.1	Tg26372	M	fixed tail-exNA	5	0	2022-03-24	2022-04-25	32
CMR-1871	97824.2	Tg26372	M	fixed tail-exNA	5	0	2022-03-24	2022-04-25	32
CMR-1871	97824.3	Tg26372	M	fixed tail-loPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	87020.1	Tg26372	F	fixed tail-loPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	87020.2	Tg26372	F	fixed tail-loPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	87020.3	Tg26372	F	fixed tail-loPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	97837.1	Tg26372	M	fixed tail-loPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	97837.2	Tg26372	M	fixed tail-loPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	97837.3	Tg26372	M	fixed tail-loPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	97838.1	Tg26372	M	fixed tail-loPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	97838.2	Tg26372	M	fixed tail-hiPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	97838.3	Tg26372	M	fixed tail-hiPS	5	0	2022-03-24	2022-04-25	32
CMR-1871	87029.1	Tg26372	M	fixed tail-hiPS	5	0	2022-03-24	2022-04-25	32
CMR-2198	1A.1	Tg26372	M	-	0	0	2022-10-06	2023-04-04	180
CMR-2198	2A.1	Tg26372	F	fixed tail-hiPS	5	0	2022-10-06	2023-04-04	180
CMR-2198	2A.2	Tg26372	F	fixed tail-hiPS	5	0	2022-10-06	2023-04-04	180
CMR-2198	2A.3	Tg26372	F	fixed tail-hiPS	5	0	2022-10-06	2023-04-04	180
CMR-2198	2A.4	Tg26372	F	-	0	0	2022-10-06	2023-01-05	91
CMR-2198	2A.5	Tg26372	F	-	0	0	2022-10-06		
CMR-2198	105257.1	Tg26372	F	fixed tail-exNA	5	0	2022-10-06	2023-01-05	91
CMR-2198	105257.2	Tg26372	F	fixed tail-exNA	5	0	2022-10-06	2023-01-05	91
CMR-2198	105257.3	Tg26372	F	fixed tail-exNA	5	0	2022-10-06	2023-01-05	91
CMR-2198	105257.4	Tg26372	F	-	0	0	2022-10-06	2023-01-05	91
CMR-2198	105258.1	Tg26372	M	fixed tail-exNA	5	0	2022-10-06	2023-01-05	91
CMR-2198	105258.2	Tg26372	M	fixed tail-exNA	5	0	2022-10-06	2023-01-05	91
CMR-2198	105258.3	Tg26372	M	fixed tail-exNA	5	0	2022-10-06	2023-01-05	91
CMR-2198	105258.4	Tg26372	M	-	0	0	2022-10-06	2023-01-05	91
CMR-2198	105258.5	Tg26372	M	-	0	0	2022-10-06	2023-01-05	91
CMR-2198	105259.1	Tg26372	M	fixed tail-hiPS	5	0	2022-10-06	2023-04-04	180
CMR-2198	105259.2	Tg26372	M	fixed tail-hiPS	5	0	2022-10-06		
CMR-2198	105259.3	Tg26372	M	fixed tail-hiPS	5	0	2022-10-06	2023-04-04	180
CMR-2198	108050.4	Tg26372	M	fixed tail-exNA	5	0	2022-10-06	2023-04-04	180
CMR-2198	105260.1	Tg26372	M	-	0	0	2022-10-06	2023-01-05	91
CMR-2198	105260.2	Tg26372	M	fixed tail-exNA	5	0	2022-10-06	2023-04-04	180
CMR-2198	105260.3	Tg26372	M	fixed tail-exNA	5	0	2022-10-06	2023-04-04	180
CMR-2198	105261.1	Tg26372	F	fixed tail-exNA	5	0	2022-10-06	2023-04-04	180
CMR-2198	105261.2	Tg26372	F	fixed tail-exNA	5	0	2022-10-06	2023-04-04	180
CMR-2198	105261.3	Tg26372	F	fixed tail-exNA	5	0	2022-10-06	2023-04-04	180
CMR-2198	105261.4	Tg26372	F	-	0	0	2022-10-06	2023-01-05	91
CMR-2198	105261.5	Tg26372	F	-	0	0	2022-10-06	2023-04-04	180
CMR-2198	105262.1	Tg26372	F	-	0	0	2022-10-06	2023-04-04	180
CMR-2198	105262.2	Tg26372	F	-	0	0	2022-10-06	2023-04-04	180
CMR-2198	105262.3	Tg26372	F	-	0	0	2022-10-06	2023-04-04	180
CMR-2198	105263.1	Tg26372	M	fixed tail-hiPS	5	0	2022-10-06	2023-01-05	91
CMR-2198	105263.2	Tg26372	M	fixed tail-hiPS	5	0	2022-10-06	2023-01-05	91
CMR-2198	105263.3	Tg26372	M	fixed tail-hiPS	5	0	2022-10-06	2023-01-05	91
CMR-2198	105263.4	Tg26372	M	-	0	0	2022-10-06	2022-11-04	29
CMR-2198	105263.5	Tg26372	M	-	0	0	2022-10-06	2022-11-04	29
CMR-2198	105264.1	Tg26372	M	-	0	0	2022-10-06	2022-11-04	29
CMR-2198	105265.1	Tg26372	F	fixed tail-hiPS	5	0	2022-10-06	2022-11-04	29
CMR-2198	105265.2	Tg26372	F	fixed tail-hiPS	5	0	2022-10-06	2022-11-04	29
CMR-2198	105265.3	Tg26372	F	fixed tail-hiPS	5	0	2022-10-06	2022-11-04	29
CMR-2198	105265.4	Tg26372	F	fixed tail-exNA	5	0	2022-10-06	2022-11-04	29
CMR-2198	105265.5	Tg26372	F	fixed tail-exNA	5	0	2022-10-06	2022-11-04	29
CMR-2198	105266.1	Tg26372	F	-	0	0	2022-10-06	2022-11-04	29
CMR-2198	105266.2	Tg26372	F	fixed tail-exNA	5	0	2022-10-06	2022-11-04	29
CMR-2198	105266.3	Tg26372	F	-	0	0	2022-10-06	2022-11-04	29
CMR-2198	105266.4	Tg26372	F	-	0	0	2022-10-06	2022-11-04	29
CMR-2198	105267.1	Tg26372	F	fixed tail-hiPS	5	0	2022-10-06	2023-01-05	91
CMR-2198	105267.2	Tg26372	F	fixed tail-hiPS	5	0	2022-10-06	2023-01-05	91
CMR-2198	105267.3	Tg26372	F	fixed tail-hiPS	5	0	2022-10-06	2023-01-05	91
CMR-2198	105268.1	Tg26372	M	fixed tail-exNA	5	0	2022-10-06	2022-11-04	29
CMR-2198	105269.1	Tg26372	M	fixed tail-exNA	5	0	2022-10-06	2022-11-04	29
CMR-2198	105269.2	Tg26372	M	fixed tail-exNA	5	0	2022-10-06	2022-11-04	29
CMR-2198	105270.1	Tg26372	M	fixed tail-hiPS	5	0	2022-10-06	2022-11-04	29
CMR-2198	105270.2	Tg26372	M	fixed tail-hiPS	5	0	2022-10-06	2022-11-04	29
CMR-2198	105270.3	Tg26372	M	fixed tail-hiPS	5	0	2022-10-06	2022-11-04	29
CMR-2198	100413.1	Tg26372	M	-	0	0	2022-10-06	2023-04-04	180
CMR-2198	100413.2	Tg26372	M	-	0	0	2022-10-06	2023-04-04	180
CMR-2198	100413.3	Tg26372	M			0			
CMR-2371	107266.1	Tg26372	M	2439loPS-exNA	10	0	2023-02-15	2023-03-21	34
CMR-2371	107266.2	Tg26372	M	2439loPS-exNA	10	0	2023-02-15	2023-03-21	34
CMR-2371	107265.1	Tg26372	M	2439loPS-exNA	10	0	2023-02-15	2023-03-21	34
CMR-2371	107267.1	Tg26372	F	none	0	0	2023-02-15	2023-03-21	34
CMR-2371	107267.2	Tg26372	F	none	0	0	2023-02-15	2023-03-21	34
CMR-2371	107267.3	Tg26372	F	none	0	0	2023-02-15	2023-06-15	120
CMR-2371	107270.1	Tg26372	M	2439hiPS-exNA	10	0	2023-02-15	2023-03-21	34
CMR-2371	107270.2	Tg26372	M	2439hiPS-exNA	10	0	2023-02-15	2023-03-21	34
CMR-2371	107270.3	Tg26372	M	2439hiPS-exNA	10	0	2023-02-15	2023-03-21	34
CMR-2371	107270.4	Tg26372	M	none	0	0	2023-02-15	2023-06-15	120
CMR-2371	107271.1	Tg26372	M	none	0	0	2023-02-15	2023-06-15	120
CMR-2371	107271.2	Tg26372	M	none	0	0	2023-02-15	2023-06-15	120
CMR-2371	107271.3	Tg26372	M	2439hiPS-exNA	10	0	2023-02-15	2023-06-15	120
CMR-2371	107272.1	Tg26372	F	2439hiPS-exNA	10	0	2023-02-15	2023-03-02	15
CMR-2371	107272.2	Tg26372	F	none	0	0	2023-02-15	2023-06-15	120
CMR-2371	107272.3	Tg26372	F	none	0	0	2023-02-15	2023-06-15	120
CMR-2371	107273.1	Tg26372	F	exclude	10	0	2023-02-15	2023-03-21	34
CMR-2371	107273.2	Tg26372	F	2439hiPS-exNA	10	0	2023-02-15	2023-06-15	120
CMR-2371	107273.3	Tg26372	F	none	0	0	2023-02-15	2023-06-15	120
CMR-2371	111030.1	Tg26372	M	none	0	0	2023-02-15	2023-03-21	34
CMR-2371	111030.2	Tg26372	M	none	0	0	2023-02-15	2023-03-21	34
CMR-2371	111030.3	Tg26372	M	none	0	0	2023-02-15	2023-03-21	34
CMR-2371	111033.1	Tg26372	F	2439loPS-exNA	10	0	2023-02-15	2023-03-21	34
CMR-2371	111033.2	Tg26372	F	2439loPS-exNA	10	0	2023-02-15	2023-03-21	34
CMR-2371	111033.3	Tg26372	F	2439loPS-exNA	10	0	2023-02-15	2023-03-21	34
CMR-2371	111033.4	Tg26372	F	2439hiPS-exNA	10	0	2023-02-15	2023-03-21	34
CMR-2371	111033.5	Tg26372	F	2439hiPS-exNA	10	0	2023-02-15	2023-03-21	34
CMR-2371	111031.1	Tg26372	M	2439hiPS-exNA	10	0	2023-02-15	2023-06-15	120
CMR-2371	111031.2	Tg26372	M	2439hiPS-exNA	10	0	2023-02-15	2023-06-15	120
CMR-2371	111031.3	Tg26372	M	2439loPS-exNA	10	0	2023-02-15	2023-06-15	120
CMR-2371	111031.4	Tg26372	M	2439loPS-exNA	10	0	2023-02-15	2023-06-15	120
CMR-2371	111031.5	Tg26372	M	2439loPS-exNA	10	0	2023-02-15	2023-06-15	120
CMR-2371	111032.1	Tg26372	F	2439loPS-exNA	10	0	2023-02-15	2023-06-15	120
CMR-2371	111032.2	Tg26372	F	2439loPS-exNA	10	0	2023-02-15	2023-06-15	120
CMR-2371	111032.3	Tg26372	F	2439loPS-exNA	10	0	2023-02-15	2023-06-15	120
CMR-2371	111032.4	Tg26372	F	none	0	0	2023-02-15	2023-06-15	120
CMR-2521	107286.1	Tg26372	M	2439-loPS-exNA	0.1	0	2023-05-17	2023-06-22	36
CMR-2521	107286.2	Tg26372	M	2439-loPS-exNA	0.1	0	2023-05-17	2023-06-22	36
CMR-2521	107286.3	Tg26372	M	2439-loPS-exNA	0.1	0	2023-05-17	2023-06-22	36
CMR-2521	107289.1	Tg26372	F	2439-loPS-exNA	0.1	0	2023-05-17	2023-06-21	35
CMR-2521	107289.2	Tg26372	F	2439-loPS-exNA	0.1	0	2023-05-17	2023-06-21	35
CMR-2521	107289.3	Tg26372	F	2439-loPS-exNA	0.1	0	2023-05-17	2023-06-21	35
CMR-2521	107289.4	Tg26372	F	2439-loPS-exNA	0.1	0	2023-05-17	2023-06-21	35
CMR-2521	107289.5	Tg26372	F	aCSF	0	0	2023-05-17	2023-05-22	5
CMR-2521	111708.1	Tg26372	M	2439-loPS-exNA	0.1	0	2023-05-17	2023-06-21	35
CMR-2521	107288.1	Tg26372	M	2439-loPS-exNA	0.3	0	2023-05-17	2023-06-21	35
CMR-2521	107288.2	Tg26372	M	2439-loPS-exNA	0.3	0	2023-05-17	2023-06-21	35
CMR-2521	107288.3	Tg26372	M	2439-loPS-exNA	0.3	0	2023-05-17	2023-06-21	35
CMR-2521	107288.4	Tg26372	M	2439-loPS-exNA	0.3	0	2023-05-17	2023-06-21	35
CMR-2521	111729.1	Tg26372	F	2439-loPS-exNA	0.3	0	2023-05-17	2023-06-21	35
CMR-2521	111729.2	Tg26372	F	2439-loPS-exNA	0.3	0	2023-05-17	2023-06-21	35
CMR-2521	111729.3	Tg26372	F	2439-loPS-exNA	0.3	0	2023-05-17	2023-06-21	35
CMR-2521	111729.4	Tg26372	F	2439-loPS-exNA	0.3	0	2023-05-17	2023-06-21	35
CMR-2521	111730.1	Tg26372	M	2439-loPS-exNA	1	0	2023-05-17	2023-06-22	36
CMR-2521	111730.2	Tg26372	M	2439-loPS-exNA	1	0	2023-05-17	2023-06-22	36
CMR-2521	107290.1	Tg26372	M	2439-loPS-exNA	1	0	2023-05-18	2023-06-21	34
CMR-2521	107290.2	Tg26372	M	2439-loPS-exNA	1	0	2023-05-18	2023-06-21	34
CMR-2521	107290.3	Tg26372	M	2439-loPS-exNA	3	0	2023-05-18	2023-06-21	34
CMR-2521	111707.1	Tg26372	F	2439-loPS-exNA	1	0	2023-05-18	2023-06-22	35
CMR-2521	111707.2	Tg26372	F	2439-loPS-exNA	1	0	2023-05-18	2023-06-22	35
CMR-2521	111707.3	Tg26372	F	2439-loPS-exNA	1	0	2023-05-18	2023-06-22	35
CMR-2521	111709.1	Tg26372	F	aCSF	0	0	2023-05-17	2023-06-22	36
CMR-2521	111709.2	Tg26372	F	aCSF	0	0	2023-05-17	2023-06-22	36
CMR-2521	111721.1	Tg26372	M	aCSF	0	0	2023-05-17	2023-06-22	36
CMR-2521	114697.1	Tg26372	M	aCSF	0	0	2023-05-17	2023-06-21	35
CMR-2521	111722.1	Tg26372	F	2439-loPS-exNA	1	0	2023-05-18	2023-05-22	4
CMR-2521	111722.2	Tg26372	F	2439-loPS-exNA	3	0	2023-05-18	2023-06-22	35
CMR-2521	111722.3	Tg26372	F	2439-loPS-exNA	3	0	2023-05-18	2023-06-22	35
CMR-2521	111722.4	Tg26372	F	2439-loPS-exNA	3	0	2023-05-18	2023-06-22	35
CMR-2521	111722.5	Tg26372	F	2439-loPS-exNA	3	0	2023-05-18	2023-06-22	35
CMR-2521	111724.1	Tg26372	M	2439-loPS-exNA	3	0	2023-05-18	2023-06-21	34
CMR-2521	111724.2	Tg26372	M	2439-loPS-exNA	3	0	2023-05-18	2023-06-21	34
CMR-2521	111724.3	Tg26372	M	2439-loPS-exNA	3	0	2023-05-18	2023-06-21	34
CMR-2521	111725.1	Tg26372	F	2439-loPS-exNA	10	0	2023-05-18	2023-06-21	34
CMR-2521	111725.2	Tg26372	F	2439-loPS-exNA	10	0	2023-05-18	2023-06-21	34
CMR-2521	111725.3	Tg26372	F	aCSF	0	0	2023-05-17	2023-06-21	35
CMR-2521	111728.1	Tg26372	M	aCSF	0	0	2023-05-17	2023-06-21	35
CMR-2521	111728.2	Tg26372	M	aCSF	0	0	2023-05-17	2023-06-21	35
CMR-2521	111732.1	Tg26372	F	2439-loPS-exNA	10	0	2023-05-18	2023-06-21	34
CMR-2521	111732.2	Tg26372	F	2439-loPS-exNA	10	0	2023-05-18	2023-06-21	34
CMR-2521	111732.3	Tg26372	F	2439-loPS-exNA	10	0	2023-05-18	2023-06-21	34
CMR-2521	114694.1	Tg26372	M	2439-loPS-exNA	10	0	2023-05-18	2023-06-21	34
CMR-2521	114694.2	Tg26372	M	2439-loPS-exNA	10	0	2023-05-18	2023-06-21	34
CMR-2521	114694.3	Tg26372	M	2439-loPS-exNA	10	0	2023-05-18	2023-06-21	34
CMR-3164	124022.1	Tg26372 HOM/ZH3 HOM	F	none	0	0	2024-05-21	2024-06-21	31
CMR-3164	124022.2	Tg26372 HOM/ZH3 HOM	F	none	0	0	2024-05-21	2024-06-21	31
CMR-3164	124023.1	Tg26372 HOM/ZH3 HOM	M	none	0	0	2024-05-21	2024-06-21	31
CMR-3164	124024.1	Tg26372 HOM/ZH3 HOM	F	none	0	0	2024-05-21	2024-06-21	31
CMR-3164	124024.2	Tg26372 HOM/ZH3 HOM	F	2439-exNA	1.5	0	2024-05-21	2024-06-21	31
CMR-3164	124024.3	Tg26372 HOM/ZH3 HOM	F	2439-exNA	1.5	0	2024-05-21	2024-06-21	31
CMR-3164	124024.4	Tg26372 HOM/ZH3 HOM	F	2439-exNA	1.5	0	2024-05-21	2024-06-21	31
CMR-3164	123391.1	Tg26372 HOM/ZH3 HOM	M	none	0	0	2024-05-21	2024-06-21	31
CMR-3164	123391.2	Tg26372 HOM/ZH3 HOM	M	none	0	0	2024-05-21	2024-06-21	31
CMR-3164	123391.3	Tg26372 HOM/ZH3 HOM	M	2439-exNA	1.5	0	2024-05-21	2024-06-21	31
CMR-3164	123391.4	Tg26372 HOM/ZH3 HOM	M	2439-exNA	1.5	0	2024-05-21	2024-06-21	31
CMR-3164	123392.1	Tg26372 HOM/ZH3 HOM	F	2439-exNA	1.5	0, 7	2024-05-21	2024-06-21	31
CMR-3164	123392.2	Tg26372 HOM/ZH3 HOM	F	2439-exNA	1.5	0, 7	2024-05-21	2024-06-21	31
CMR-3164	123392.3	Tg26372 HOM/ZH3 HOM	F	2439-exNA	1.5	0, 7	2024-05-21	2024-06-21	31
CMR-3164	123392.4	Tg26372 HOM/ZH3 HOM	F	none	0	0	2024-05-21	2024-09-18	120
CMR-3164	123393.1	Tg26372 HOM/ZH3 HOM	M	2439-exNA	1.5	0	2024-05-21		
CMR-3164	123393.2	Tg26372 HOM/ZH3 HOM	M	none	0	0	2024-05-21	2024-06-21	31
CMR-3164	123400.1	Tg26372 HOM/ZH3 HOM	M	none	0	0	2024-05-21	2024-09-18	120
CMR-3164	123394.1	Tg26372 HOM/ZH3 HOM	F	none	0	0	2024-05-21	2024-09-18	120
CMR-3164	123394.2	Tg26372 HOM/ZH3 HOM	F	2439-exNA	10	0, 7, 90	2024-05-21	2024-09-18	120
CMR-3164	123395.1	Tg26372 HOM/ZH3 HOM	M	2439-exNA	1.5	0, 7	2024-05-21	2024-06-21	31
CMR-3164	123395.2	Tg26372 HOM/ZH3 HOM	M	2439-exNA	1.5	0, 7	2024-05-21	2024-06-21	31
CMR-3164	123395.3	Tg26372 HOM/ZH3 HOM	M	2439-exNA	1.5	0, 7, 90	2024-05-21	2024-09-18	120
CMR-3164	123397.1	Tg26372 HOM/ZH3 HOM	F	2439-exNA	1.5	0, 7, 90	2024-05-21	2024-09-18	120
CMR-3164	123397.2	Tg26372 HOM/ZH3 HOM	F	2439-exNA	1.5	0, 7, 90	2024-05-21	2024-09-18	120
CMR-3164	123397.3	Tg26372 HOM/ZH3 HOM	F	2439-exNA	10	0, 7, 90	2024-05-21	2024-09-18	120
CMR-3164	123397.4	Tg26372 HOM/ZH3 HOM	F		0		2024-05-21		
CMR-3164	123398.1	Tg26372 HOM/ZH3 HOM	M	2439-exNA	1.5	0, 7, 90	2024-05-21	2024-09-18	120
CMR-3164	123398.2	Tg26372 HOM/ZH3 HOM	M	2439-exNA	1.5	0, 7	2024-05-21	2024-06-18	28
CMR-3164	123398.3	Tg26372 HOM/ZH3 HOM	M	2439-exNA	10	0, 7, 90	2024-05-21	2024-09-18	120
CMR-3164	123398.4	Tg26372 HOM/ZH3 HOM	M	2439-exNA	10	0, 7, 90	2024-05-21	2024-09-18	120
CMR-3164	123398.5	Tg26372 HOM/ZH3 HOM	M	none	0	0	2024-05-21	2024-09-18	120
CMR-3164	135014.1	Tg26372 HOM/ZH3 HOM	F	none	0	0	2024-05-21	2024-09-18	120
CMR-3164	135014.2	Tg26372 HOM/ZH3 HOM	F	2439-exNA	10	0, 7, 90	2024-05-21		
CMR-3164	135014.3	Tg26372 HOM/ZH3 HOM	F	2439-exNA	1.5	0, 7, 90	2024-05-21	2024-09-18	120
CMR-3164	135015.1	Tg26372 HOM/ZH3 HOM	M	2439-exNA	10	0, 7, 90	2024-05-21	2024-09-18	120
CMR-3164	135015.2	Tg26372 HOM/ZH3 HOM	M	2439-exNA	1.5	0, 7, 90	2024-05-21	2024-09-18	120
CMR-3164	135353.1	Tg26372 HOM/ZH3 HOM	M	none	0	0	2024-05-21	2024-09-18	120
CMR-3164	123413.1	Tg26372 HOM/ZH3 HOM	M	none	0	0	2024-08-19	2024-09-18	30
CMR-3164	136187.1	Tg26372 HOM/ZH3 HOM	M	2439-exNA	1.5	0	2024-08-19	2024-09-18	30
CMR-2752	114716.1	Tg26372	M	2439exNA-UMass	4	0	2023-09-11	2023-09-18	7
CMR-2752	114716.2	Tg26372	M	2439exNA-UMass	4	0	2023-09-11	2023-09-18	7
CMR-2752	114716.3	Tg26372	M	2439exNA-HG	4	0	2023-09-11	2023-09-18	7
CMR-2752	114716.4	Tg26372	M	2439exNA-HG	4	0	2023-09-11	2023-09-18	7
CMR-2752	114716.5	Tg26372	M	no injection	0	0	2023-09-11	2023-09-18	7
CMR-2752	114717.1	Tg26372	F	2439exNA-UMass	4	0	2023-09-11	2023-09-18	7
CMR-2752	114717.2	Tg26372	F	2439exNA-UMass	4	0	2023-09-11	2023-09-18	7
CMR-2752	114717.3	Tg26372	F	2439exNA-HG	4	0	2023-09-11	2023-09-18	7
CMR-2752	114717.4	Tg26372	F	2439exNA-HG	4	0	2023-09-11	2023-09-18	7
CMR-2752	114718.1	Tg26372	F	no injection	0	0	2023-09-11	2023-09-18	7
CMR-2752	114718.2	Tg26372	F	no injection	0	0	2023-09-11	2023-09-18	7
CMR-2752	114718.3	Tg26372	F	no injection	0	0	2023-09-11	2023-09-18	7
CMR-2752	114719.1	Tg26372	F	2439exNA-UMass	4	0	2023-09-11	2023-09-18	7
CMR-2752	114719.2	Tg26372	F	2439exNA-UMass	4	0	2023-09-11	2023-09-18	7
CMR-2752	114719.3	Tg26372	F	2439exNA-HG	4	0	2023-09-11	2023-09-18	7
CMR-2752	114719.4	Tg26372	F	2439exNA-HG	4	0	2023-09-11	2023-09-18	7
CMR-2752	114719.5	Tg26372	F	no injection	0	0	2023-09-11	2023-09-18	7
CMR-2752	114720.1	Tg26372	M	2439exNA-UMass	4	0	2023-09-11	2023-09-18	7
CMR-2752	114720.2	Tg26372	M	2439exNA-HG	4	0	2023-09-11	2023-09-18	7
CMR-2752	114722.1	Tg26372	M	2439exNA-UMass	4	0	2023-09-11	2023-09-18	7
CMR-2752	114722.2	Tg26372	M	2439exNA-HG	4	0	2023-09-11	2023-09-18	7
CMR-2752	114722.3	Tg26372	M	no injection	0	0	2023-09-11	2023-09-18	7
CMR-2752	114723.1	Tg26372	M	no injection	0	0	2023-09-11	2023-09-18	7
CMR-2752	114723.2	Tg26372	M	no injection	0	0	2023-09-11	2023-09-18	7
CMR-2752	114723.3	Tg26372	M	no injection	0	0	2023-09-11	2023-09-18	7
CMR-2812	118392.1	Tg26372	M	2349exNA-ETT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118392.2	Tg26372	M	2349exNA-ETT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118393.1	Tg26372	F	2349exNA-ETT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118393.2	Tg26372	F	2349exNA-ETT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118393.3	Tg26372	F	2349exNA-ETT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118393.4	Tg26372	F	2349exNA-ETT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118394.1	Tg26372	M	2349exNA-ETT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118394.2	Tg26372	M	2349exNA-ETT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118394.3	Tg26372	M	2349exNA-BTT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118395.1	Tg26372	F	2349exNA-BTT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118395.2	Tg26372	F	2349exNA-BTT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118395.3	Tg26372	F	2349exNA-BTT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118395.4	Tg26372	F	2349exNA-BTT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118396.1	Tg26372	F	no injection	0	0	2023-10-20	2023-10-27	7
CMR-2812	118396.2	Tg26372	F	no injection	0	0	2023-10-20	2023-10-27	7
CMR-2812	118396.3	Tg26372	F	no injection	0	0	2023-10-20	2023-10-27	7
CMR-2812	118396.4	Tg26372	F	no injection	0	0	2023-10-20	2023-10-27	7
CMR-2812	118397.1	Tg26372	M	no injection	0	0	2023-10-20	2023-10-27	7
CMR-2812	118397.2	Tg26372	M	no injection	0	0	2023-10-20	2023-10-27	7
CMR-2812	118402.1	Tg26372	M	2349exNA-BTT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118402.2	Tg26372	M	2349exNA-BTT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118402.3	Tg26372	M	2349exNA-BTT	4	0	2023-10-20	2023-10-27	7
CMR-2812	118402.4	Tg26372	M	no injection	0	0	2023-10-20	2023-10-27	7
CMR-2812	118402.5	Tg26372	M	no injection	0	0	2023-10-20	2023-10-27	7
CMR-2833	118401.1	Tg26372	F	UMass	4	0	2023-11-02	2023-11-09	7
CMR-2833	118401.2	Tg26372	F	UMass	4	0	2023-11-02	2023-11-09	7
CMR-2833	118401.3	Tg26372	F	UMass	4	0	2023-11-02	2023-11-09	7
CMR-2833	118401.4	Tg26372	F	UMass	4	0	2023-11-02	2023-11-09	7
CMR-2833	118403.1	Tg26372	M	no injection	0	0	2023-11-02	2023-11-09	7
CMR-2833	118403.2	Tg26372	M	no injection	0	0	2023-11-02	2023-11-09	7
CMR-2833	118403.3	Tg26372	M	UMass	4	0	2023-11-02	2023-11-09	7
CMR-2833	118406.1	Tg26372	F	origHG	4	0	2023-11-02	2023-11-09	7
CMR-2833	118406.2	Tg26372	F	origHG	4	0	2023-11-02	2023-11-09	7
CMR-2833	118406.3	Tg26372	F	origHG	4	0	2023-11-02	2023-11-09	7
CMR-2833	123726.1	Tg26372	F	no injection	0	0	2023-11-03	2023-11-10	7
CMR-2833	123726.2	Tg26372	F	no injection	0	0	2023-11-03	2023-11-10	7
CMR-2833	123728.1	Tg26372	F	newHG	4	0	2023-11-02	2023-11-09	7
CMR-2833	123728.2	Tg26372	F	newHG	4	0	2023-11-02	2023-11-09	7
CMR-2833	123728.3	Tg26372	F	newHG	4	0	2023-11-02	2023-11-09	7
CMR-2833	123728.4	Tg26372	F	newHG	4	0	2023-11-02	2023-11-09	7
CMR-2833	123729.1	Tg26372	M	newHG	4	0	2023-11-02	2023-11-09	7
CMR-2833	123729.2	Tg26372	M	newHG	4	0	2023-11-02	2023-11-09	7
CMR-2833		Tg26372				0			
