descno	s1_2	s4	diff
1035	0.7406450263106908	0.6978117274787534	-0.04283329883193743
2226	0.656091018856916	0.442871213533191	-0.21321980532372503
2768	0.543208926600153	0.5047495596422402	-0.038459366957912744
2440	0.5428886752257479	0.3232102890559656	-0.2196783861697823
2520	0.49633035185109897	0.4858796451562738	-0.010450706694825174
2439	0.35685891366984684	0.28347118586540854	-0.07338772780443831
