animal_id	dose_mg	nominal_timepoint	matrix	meta_tissue	mass_grams	concentration_ug_g	proportion_dose_retained
224	0.3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	2.0373	0.013504390188333335
225	0.3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	9.9589	0.06601328790388888
226	0.3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	0.6307999999999999	0.004181303357777777
271	0.3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	0.32080000000000003	0.002126445968888889
272	0.3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	5.443899999999999	0.03608528432055555
273	0.3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	0.2762	0.0018308116477777777
274	0.3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
275	0.3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	1.0068	0.0066736465133333325
276	0.3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
321	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	4.8058000000000005	0.009556677715666668
322	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	6.2703999999999995	0.012469139778666665
323	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	4.6093	0.009165923383166668
324	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	0.9002	0.0017901122143333332
325	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	0.5036	0.0010014446913333335
326	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	0.02	3.977143333333334e-5
371	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	2.1515	0.004278411940833333
372	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	1.5875	0.003156857520833333
373	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	7.3918	0.014699124045666666
374	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	4.9055	0.009754938310833334
375R	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	6.6247	0.013173690720166666
376	1	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	1.1847	0.0023558608535000003
421	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	6.4751	0.0042920667996111115
422	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	0.5157999999999999	3.419017552222222e-4
423	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	42.5736	0.028220218236
424	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	10.829799999999999	0.007178611145222221
425	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	6.8692	0.004553298830888889
426	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	6.3587	0.004214910218944445
471	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	18.1008	0.011998246008
472	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	20.9844	0.013909661094
473	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	14.8066	0.009814661746555556
474	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	12.039100000000001	0.007980204384055558
475	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	8.737	0.005791383550555556
476	3	3	Brain, frontal cortex (BRFC)	Brain	1.9885716666666666	0.2894	1.918308801111111e-4
221	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
222	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.5293	0.003508503277222222
223	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
224	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.8211	0.005442720651666667
225	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	2.1666	0.014361464576666667
226	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.3679	0.0024386517205555553
271	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.4815	0.0031916575249999997
272	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.7328	0.004857417724444445
273	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.1626	0.0010778058433333335
274	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
275	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	2.2433	0.01486987606611111
276	0.3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
321	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	2.6622	0.005293975491
322	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	2.5248000000000004	0.0050207457440000006
323	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	4.2036999999999995	0.008359358715166666
324	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	1.4887000000000001	0.002960386640166667
325	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.36410000000000003	7.240389438333333e-4
326	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.0217	4.3152005166666665e-5
371	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	3.0879000000000003	0.006140510449500001
372	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	2.7916	0.005551296664666666
373	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	5.3683000000000005	0.010675249278166668
374	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	3.3004000000000002	0.006563081928666666
375R	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	7.977399999999999	0.015863631613666666
376	1	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.2736	5.44073208e-4
421	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	4.32	0.0028635432
422	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.7947000000000001	5.267726345000001e-4
423	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	24.4073	0.01617855507994444
424	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	10.829600000000001	0.007178478573777778
425	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	2.7436	0.0018186150748888885
426	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	2.8386	0.001881586511
471	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	16.3942	0.010867013872555556
472	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	13.187899999999999	0.008741694760944444
473	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	14.282	0.009466926847777777
474	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	10.7921	0.0071536214279444435
475	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	16.576400000000003	0.010987786458444447
476	3	3	Brain, hippocampus (BRHI)	Brain	1.9885716666666666	0.3039	2.014423098333333e-4
221	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	0.0201	1.3323430166666667e-4
222	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	7.6631	0.050795411796111106
223	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	0.023	1.5245716111111113e-4
224	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	4.1563	0.02755033472722222
225	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	7.6118999999999994	0.05045602889833333
226	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	0.8467	0.005612412100555556
271	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	2.6273	0.017415247799444446
272	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	7.9379	0.05261694344277777
273	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	0.8409	0.005573966381666667
274	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
275	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	4.9333	0.032700735343888884
276	0.3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
321	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	17.234599999999997	0.034272237246333326
322	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	3.7946	0.0075458340463333325
323	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	14.9255	0.029680426410833332
324	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	1.2501	0.0024859134405
325	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	3.2904	0.006543196211999999
326	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	0.024399999999999998	4.8521148666666656e-5
371	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	7.1559	0.0142300199895
372	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	5.0628	0.010067740634
373	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	7.6226	0.015158086386333335
374	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	10.9285	0.021732105459166665
375R	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	14.9919	0.029812467569499998
376	1	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	1.2412999999999998	0.002468414009833333
421	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	14.236799999999999	0.009436965701333332
422	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	6.0992	0.004042898769777778
423	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	48.6076	0.03221989871488889
424	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	20.578799999999998	0.013640806204666664
425	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	5.1985	0.0034458632697222224
426	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	3.3981999999999997	0.0022525214125555556
471	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	28.5441	0.018920662836833333
472	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	29.5003	0.01955448691272222
473	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	42.4505	0.028138620511944445
474	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	45.033199999999994	0.029850581859777774
475	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	39.5815	0.02623688314138889
476	3	3	Brain, cerebellar cortex (BRCE)	Brain	1.9885716666666666	3.556	0.0023571202822222225
221	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
222	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	5.5563	0.03683033583833334
223	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
224	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	6.4338999999999995	0.04264757082055556
225	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	7.9741	0.05285689775722222
226	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	0.3315	0.0021973716916666667
271	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	1.9689	0.013050995848333333
272	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	4.9138	0.03257147818555556
273	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	2.7753	0.018396276488333335
274	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
275	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	2.8501	0.018892093690555556
276	0.3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
321	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	12.1036	0.024068876024666667
322	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	5.815	0.011563544241666668
323	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	18.9728	0.03772877251733333
324	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	1.6217000000000001	0.0032248666718333336
325	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	1.0495999999999999	0.002087204821333333
326	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	0.02	3.977143333333334e-5
371	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	4.0102	0.007974570097666667
372	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	8.668299999999999	0.01723753577816666
373	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	8.8721	0.01764280668383333
374	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	7.1973	0.0143123468565
375R	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	2.7121	0.0053932052171666665
376	1	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	1.4215	0.0028267546241666666
421	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	25.911900000000003	0.017175890056500002
422	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	1.1833	7.843589510555556e-4
423	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	87.738	0.05815776696333333
424	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	22.122400000000003	0.014663992612888891
425	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	25.679299999999998	0.01702170946661111
426	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	1.8485999999999998	0.0012253578609999999
471	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	9.840399999999999	0.006522780209555555
472	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	35.398300000000006	0.023464018809388892
473	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	51.3475	0.03403606121805555
474	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	21.6782	0.014369551434777778
475	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	18.3953	0.012193457459944443
476	3	3	Brain, thalamus (BRTH)	Brain	1.9885716666666666	8.7985	0.005832149269722223
221	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
222	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.1238	8.20617241111111e-4
223	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
224	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.3926	0.0026023774544444447
225	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.7921	0.0052504920572222225
226	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.042	2.7840003333333337e-4
