study_id	animal	sex	display_tx	dose_dio	wt_date	weight	baseline	change
CMR-1465	89315.1	F	2768-s2	10	23	23.8	22.2	0.07207207207207222
CMR-1465	89315.1	F	2768-s2	10	30	23.7	22.2	0.06756756756756754
CMR-1465	89315.2	F	2768-s2	10	0	21.2	21.2	0
CMR-1465	89315.2	F	2768-s2	10	9	21.3	21.2	0.004716981132075526
CMR-1465	89315.2	F	2768-s2	10	16	21.4	21.2	0.00943396226415083
CMR-1465	89315.2	F	2768-s2	10	23	21.9	21.2	0.03301886792452824
CMR-1465	89315.2	F	2768-s2	10	30	22.3	21.2	0.051886792452830344
CMR-1465	89315.3	F	2768-s2	10	0	19.8	19.8	0
CMR-1465	89318.1	F	2710-s2	10	0	19.4	19.4	0
CMR-1465	89318.1	F	2710-s2	10	9	19.2	19.4	-0.010309278350515427
CMR-1465	89318.1	F	2710-s2	10	16	19.2	19.4	-0.010309278350515427
CMR-1465	89318.1	F	2710-s2	10	23	19.7	19.4	0.015463917525773141
CMR-1465	89318.1	F	2710-s2	10	30	20.3	19.4	0.046391752577319645
CMR-1465	89318.2	F	2710-s2	10	0	18.7	18.7	0
CMR-1465	89318.2	F	2710-s2	10	9	19.6	18.7	0.0481283422459895
CMR-1465	89318.2	F	2710-s2	10	16	20.2	18.7	0.0802139037433156
CMR-1465	89318.2	F	2710-s2	10	23	21	18.7	0.12299465240641716
CMR-1465	89318.2	F	2710-s2	10	30	21.2	18.7	0.1336898395721926
CMR-1465	89318.3	F	2710-s2	10	0	17.1	17.1	0
CMR-1465	89318.3	F	2710-s2	10	9	17.9	17.1	0.04678362573099393
CMR-1465	89318.3	F	2710-s2	10	16	18.6	17.1	0.08771929824561409
CMR-1465	89318.3	F	2710-s2	10	23	19.8	17.1	0.1578947368421053
CMR-1465	89318.4	F	2520-s2	10	0	20.3	20.3	0
CMR-1465	89318.4	F	2520-s2	10	9	21.3	20.3	0.049261083743842304
CMR-1465	89318.4	F	2520-s2	10	16	22	20.3	0.08374384236453203
CMR-1465	89318.4	F	2520-s2	10	23	21.1	20.3	0.039408866995073843
CMR-1465	89318.4	F	2520-s2	10	30	22.2	20.3	0.09359605911330049
CMR-1465	89319.1	F	2520-s2	10	0	18.4	18.4	0
CMR-1465	89319.1	F	2520-s2	10	9	19.8	18.4	0.07608695652173925
CMR-1465	89319.1	F	2520-s2	10	16	19.6	18.4	0.0652173913043479
CMR-1465	89319.1	F	2520-s2	10	23	20.4	18.4	0.10869565217391308
CMR-1465	89319.1	F	2520-s2	10	30	16.9	18.4	-0.08152173913043481
CMR-1465	89319.2	F	2520-s2	10	0	18.5	18.5	0
CMR-1465	89319.2	F	2520-s2	10	9	19.2	18.5	0.037837837837837895
CMR-1465	89319.2	F	2520-s2	10	16	20.2	18.5	0.09189189189189184
CMR-1465	89319.2	F	2520-s2	10	23	21.7	18.5	0.17297297297297298
CMR-1465	89319.2	F	2520-s2	10	30	18.6	18.5	0.005405405405405572
CMR-1465	89324.1	M	saline	0	0	24.1	24.1	0
CMR-1465	89324.1	M	saline	0	10	24.4	24.1	0.012448132780082943
CMR-1465	89324.1	M	saline	0	17	25.2	24.1	0.04564315352697079
CMR-1465	89324.1	M	saline	0	24	26	24.1	0.07883817427385886
CMR-1465	89324.1	M	saline	0	31	26.7	24.1	0.10788381742738573
CMR-1465	89324.2	M	saline	0	0	22.6	22.6	0
CMR-1465	89324.2	M	saline	0	10	22.1	22.6	-0.02212389380530977
CMR-1465	89324.2	M	saline	0	17	22	22.6	-0.026548672566371723
CMR-1465	89324.2	M	saline	0	24	24.9	22.6	0.1017699115044246
CMR-1465	89324.2	M	saline	0	31	25.2	22.6	0.11504424778761058
CMR-1465	89324.3	M	saline	0	0	22.4	22.4	0
CMR-1465	89324.3	M	saline	0	10	23.1	22.4	0.03125000000000022
CMR-1465	89324.3	M	saline	0	17	23.4	22.4	0.044642857142857206
CMR-1465	89324.3	M	saline	0	24	23.8	22.4	0.0625
CMR-1465	89324.3	M	saline	0	31	24.3	22.4	0.0848214285714286
CMR-1465	89324.4	M	NTC-s2	10	0	21.7	21.7	0
CMR-1465	89324.4	M	NTC-s2	10	10	22.7	21.7	0.04608294930875578
CMR-1465	89324.4	M	NTC-s2	10	17	23.1	21.7	0.06451612903225823
CMR-1465	89324.4	M	NTC-s2	10	24	23.9	21.7	0.10138248847926268
CMR-1465	89324.4	M	NTC-s2	10	31	24.8	21.7	0.14285714285714302
CMR-1465	89324.5	M	NTC-s2	10	0	21	21	0
CMR-1465	89324.5	M	NTC-s2	10	10	21.9	21	0.042857142857142705
CMR-1465	89324.5	M	NTC-s2	10	17	22.2	21	0.05714285714285716
CMR-1465	89324.5	M	NTC-s2	10	24	22.6	21	0.07619047619047636
CMR-1465	89324.5	M	NTC-s2	10	31	22.8	21	0.08571428571428585
CMR-1465	89324.6	M	NTC-s2	10	0	21.7	21.7	0
CMR-1465	89324.6	M	NTC-s2	10	10	22.9	21.7	0.055299539170506895
CMR-1465	89324.6	M	NTC-s2	10	17	24.4	21.7	0.12442396313364057
CMR-1465	89324.6	M	NTC-s2	10	24	23	21.7	0.05990783410138256
CMR-1465	89324.6	M	NTC-s2	10	31	24	21.7	0.10599078341013835
CMR-1465	89325.1	M	2768-s2	10	0	24	24	0
CMR-1465	89325.1	M	2768-s2	10	10	23.8	24	-0.008333333333333304
CMR-1465	89325.1	M	2768-s2	10	17	25.3	24	0.054166666666666696
CMR-1465	89325.1	M	2768-s2	10	24	24.9	24	0.03749999999999987
CMR-1465	89325.1	M	2768-s2	10	31	25.8	24	0.07499999999999996
CMR-1465	89325.2	M	2768-s2	10	0	24.6	24.6	0
CMR-1465	89325.2	M	2768-s2	10	10	24.6	24.6	0
CMR-1465	89325.2	M	2768-s2	10	17	25.7	24.6	0.04471544715447151
CMR-1465	89325.2	M	2768-s2	10	24	24.9	24.6	0.012195121951219301
CMR-1465	89325.2	M	2768-s2	10	31	26	24.6	0.05691056910569103
CMR-1465	89325.3	M	2710-s2	10	0	20.6	20.6	0
CMR-1465	89325.3	M	2710-s2	10	10	20.4	20.6	-0.009708737864077777
CMR-1465	89325.3	M	2710-s2	10	17	21.4	20.6	0.03883495145631044
CMR-1465	89325.3	M	2710-s2	10	24	22.1	20.6	0.07281553398058249
CMR-1465	89325.3	M	2710-s2	10	31	22.2	20.6	0.07766990291262132
CMR-1465	89325.4	M	2710-s2	10	0	23.9	23.9	0
CMR-1465	89325.4	M	2710-s2	10	10	23.7	23.9	-0.008368200836820106
CMR-1465	89325.4	M	2710-s2	10	17	25.1	23.9	0.05020920502092063
CMR-1465	89325.4	M	2710-s2	10	24	25.6	23.9	0.07112970711297084
CMR-1465	89325.4	M	2710-s2	10	31	26.1	23.9	0.09205020920502105
CMR-1465	89344.1	F	NTC-s2	10	0	19.4	19.4	0
CMR-1465	89344.1	F	NTC-s2	10	10	19.6	19.4	0.01030927835051565
CMR-1465	89344.1	F	NTC-s2	10	17	19.9	19.4	0.025773195876288568
CMR-1465	89344.1	F	NTC-s2	10	24	20.3	19.4	0.046391752577319645
CMR-1465	89344.1	F	NTC-s2	10	31	20.2	19.4	0.04123711340206193
CMR-1465	89344.2	F	NTC-s2	10	0	21.4	21.4	0
CMR-1465	89344.2	F	NTC-s2	10	10	21.6	21.4	0.009345794392523477
CMR-1465	89344.2	F	NTC-s2	10	17	22.2	21.4	0.03738317757009346
CMR-1465	89344.2	F	NTC-s2	10	24	22.3	21.4	0.0420560747663552
CMR-1465	89344.2	F	NTC-s2	10	31	22.1	21.4	0.032710280373831946
CMR-1465	89344.3	F	2439-s2	10	0	21.1	21.1	0
CMR-1465	89344.3	F	2439-s2	10	10	20.2	21.1	-0.042654028436019065
CMR-1465	89344.3	F	2439-s2	10	17	20.7	21.1	-0.018957345971564066
CMR-1465	89344.3	F	2439-s2	10	24	20.5	21.1	-0.028436018957346043
CMR-1465	89344.3	F	2439-s2	10	31	20.7	21.1	-0.018957345971564066
CMR-1465	89344.4	F	2439-s2	10	0	20.3	20.3	0
CMR-1465	89344.4	F	2439-s2	10	10	21.1	20.3	0.039408866995073843
CMR-1465	89344.4	F	2439-s2	10	17	21.7	20.3	0.06896551724137923
CMR-1465	89344.4	F	2439-s2	10	24	21.6	20.3	0.0640394088669951
CMR-1465	89344.4	F	2439-s2	10	31	21.1	20.3	0.039408866995073843
CMR-1465	89344.5	F	2439-s2	10	0	20.4	20.4	0
CMR-1465	89344.5	F	2439-s2	10	10	20	20.4	-0.019607843137254832
CMR-1465	89344.5	F	2439-s2	10	17	20.6	20.4	0.009803921568627638
CMR-1465	89344.5	F	2439-s2	10	24	20.9	20.4	0.02450980392156854
CMR-1465	89344.5	F	2439-s2	10	31	21.1	20.4	0.03431372549019618
CMR-1465	89346.1	M	2439-s2	10	0	23.3	23.3	0
CMR-1465	89346.1	M	2439-s2	10	9	24	23.3	0.030042918454935563
CMR-1465	89346.1	M	2439-s2	10	16	24.4	23.3	0.04721030042918439
CMR-1465	89346.1	M	2439-s2	10	23	24.8	23.3	0.06437768240343344
CMR-1465	89346.1	M	2439-s2	10	30	25.9	23.3	0.11158798283261784
CMR-1465	89346.2	M	2439-s2	10	0	24.1	24.1	0
CMR-1465	89346.2	M	2439-s2	10	9	24.6	24.1	0.020746887966804906
CMR-1465	89346.2	M	2439-s2	10	16	25.2	24.1	0.04564315352697079
CMR-1465	89346.2	M	2439-s2	10	23	25.1	24.1	0.04149377593361003
CMR-1465	89346.2	M	2439-s2	10	30	26.1	24.1	0.08298755186721984
CMR-1465	89346.3	M	2439-s2	10	0	23.2	23.2	0
CMR-1465	89346.3	M	2439-s2	10	9	23.5	23.2	0.012931034482758674
CMR-1465	89346.3	M	2439-s2	10	16	24.9	23.2	0.07327586206896552
CMR-1465	89346.3	M	2439-s2	10	23	24.9	23.2	0.07327586206896552
CMR-1465	89346.3	M	2439-s2	10	30	26.6	23.2	0.14655172413793105
CMR-1465	89346.4	M	2768-s2	10	0	24.9	24.9	0
CMR-1465	89346.4	M	2768-s2	10	9	25.6	24.9	0.028112449799196915
CMR-1465	89346.4	M	2768-s2	10	16	26.3	24.9	0.05622489959839361
CMR-1465	89346.4	M	2768-s2	10	23	26.2	24.9	0.052208835341365445
CMR-1465	89346.4	M	2768-s2	10	30	26.9	24.9	0.08032128514056236
CMR-1697	93816.1	M	saline	0	-1	24.6	24.6	0
CMR-1697	93816.1	M	saline	0	7	25.4	24.6	0.03252032520325199
CMR-1697	93816.1	M	saline	0	15	26.4	24.6	0.07317073170731692
CMR-1697	93816.1	M	saline	0	21	27.5	24.6	0.11788617886178865
CMR-1697	93816.1	M	saline	0	28	28.5	24.6	0.15853658536585358
CMR-1697	93816.2	M	saline	0	-1	24.8	24.8	0
CMR-1697	93816.2	M	saline	0	7	24.9	24.8	0.004032258064516014
CMR-1697	93816.2	M	saline	0	15	25.3	24.8	0.02016129032258074
CMR-1697	93816.2	M	saline	0	21	25.9	24.8	0.04435483870967727
CMR-1697	93816.2	M	saline	0	28	26	24.8	0.048387096774193505
CMR-1697	93816.3	M	saline	0	-1	26.8	26.8	0
CMR-1697	93816.3	M	saline	0	7	26.8	26.8	0
CMR-1697	93816.3	M	saline	0	15	27	26.8	0.00746268656716409
CMR-1697	93816.3	M	saline	0	21	27.6	26.8	0.029850746268656803
CMR-1697	93816.3	M	saline	0	28	28.7	26.8	0.07089552238805963
CMR-1697	93817.1	M	NTC-s4	10	-1	22.8	22.8	0
CMR-1697	93817.1	M	NTC-s4	10	7	24.1	22.8	0.05701754385964919
CMR-1697	93817.1	M	NTC-s4	10	15	25.6	22.8	0.12280701754385959
CMR-1697	93817.1	M	NTC-s4	10	21	26.6	22.8	0.16666666666666674
CMR-1697	93817.1	M	NTC-s4	10	28	27.7	22.8	0.21491228070175428
CMR-1697	93817.2	M	NTC-s4	10	-1	26.8	26.8	0
CMR-1697	93817.2	M	NTC-s4	10	7	26.8	26.8	0
CMR-1697	93817.2	M	NTC-s4	10	15	27.6	26.8	0.029850746268656803
CMR-1697	93817.2	M	NTC-s4	10	21	28.9	26.8	0.07835820895522372
CMR-1697	93817.2	M	NTC-s4	10	28	29.8	26.8	0.11194029850746268
CMR-1697	93817.3	M	NTC-s4	10	-1	26.2	26.2	0
CMR-1697	93817.3	M	NTC-s4	10	7	26	26.2	-0.007633587786259555
CMR-1697	93817.3	M	NTC-s4	10	15	26.5	26.2	0.011450381679389388
CMR-1697	93817.3	M	NTC-s4	10	21	26.8	26.2	0.022900763358778775
CMR-1697	93817.3	M	NTC-s4	10	28	27.3	26.2	0.041984732824427606
CMR-1697	93821.1	M	2439-s4	10	-1	21.9	21.9	0
CMR-1697	93821.1	M	2439-s4	10	7	22.1	21.9	0.009132420091324311
CMR-1697	93821.1	M	2439-s4	10	15	22.1	21.9	0.009132420091324311
CMR-1697	93821.1	M	2439-s4	10	21	22.1	21.9	0.009132420091324311
CMR-1697	93821.1	M	2439-s4	10	28	22.7	21.9	0.0365296803652968
CMR-1697	93821.2	M	2439-s4	10	-1	23.3	23.3	0
CMR-1697	93821.2	M	2439-s4	10	7	22.9	23.3	-0.017167381974249052
CMR-1697	93821.2	M	2439-s4	10	15	23.1	23.3	-0.008583690987124415
CMR-1697	93821.2	M	2439-s4	10	21	23.9	23.3	0.025751072961373245
CMR-1697	93821.2	M	2439-s4	10	28	23	23.3	-0.012875536480686733
CMR-1697	93821.3	M	2439-s4	10	-1	23.5	23.5	0
CMR-1697	93821.3	M	2439-s4	10	7	22.8	23.5	-0.029787234042553123
CMR-1697	93821.3	M	2439-s4	10	15	23.2	23.5	-0.012765957446808529
CMR-1697	93821.3	M	2439-s4	10	21	23.3	23.5	-0.008510638297872353
CMR-1697	93821.3	M	2439-s4	10	28	23.9	23.5	0.017021276595744705
CMR-1697	93820.1	M	2520-s4	10	-1	24.8	24.8	0
CMR-1697	93820.1	M	2520-s4	10	7	25.1	24.8	0.012096774193548487
CMR-1697	93820.1	M	2520-s4	10	15	26.9	24.8	0.08467741935483852
CMR-1697	93820.1	M	2520-s4	10	21	27.9	24.8	0.125
CMR-1697	93820.1	M	2520-s4	10	28	28.6	24.8	0.153225806451613
CMR-1697	93820.2	M	2520-s4	10	-1	23.8	23.8	0
CMR-1697	93820.2	M	2520-s4	10	7	23.3	23.8	-0.021008403361344574
CMR-1697	93820.2	M	2520-s4	10	15	24.1	23.8	0.012605042016806678
CMR-1697	93820.2	M	2520-s4	10	21	25.2	23.8	0.05882352941176472
CMR-1697	93820.2	M	2520-s4	10	28	25.6	23.8	0.07563025210084029
CMR-1697	93820.3	M	2520-s4	10	-1	22.3	22.3	0
CMR-1697	93820.3	M	2520-s4	10	7	22.5	22.3	0.008968609865470878
CMR-1697	93820.3	M	2520-s4	10	15	23.4	22.3	0.049327354260089606
CMR-1697	93820.3	M	2520-s4	10	21	23.8	22.3	0.06726457399103136
CMR-1697	93820.3	M	2520-s4	10	28	24.8	22.3	0.11210762331838575
CMR-1697	93820.4	M	2768-s4	10	-1	22.5	22.5	0
CMR-1697	93820.4	M	2768-s4	10	7	22.6	22.5	0.004444444444444473
CMR-1697	93820.4	M	2768-s4	10	15	23.3	22.5	0.03555555555555556
CMR-1697	93820.4	M	2768-s4	10	21	24.3	22.5	0.08000000000000007
CMR-1697	93820.4	M	2768-s4	10	28	25	22.5	0.11111111111111116
CMR-1697	87011.2	F	2768-s4	10	-1	19.5	19.5	0
CMR-1697	87011.2	F	2768-s4	10	7	18.7	19.5	-0.0410256410256411
CMR-1697	87011.2	F	2768-s4	10	15	20.3	19.5	0.0410256410256411
CMR-1697	87011.2	F	2768-s4	10	21	20.6	19.5	0.05641025641025643
CMR-1697	87011.2	F	2768-s4	10	28	21.2	19.5	0.08717948717948709
CMR-1697	87011.3	F	saline	0	-1	19.7	19.7	0
CMR-1697	87011.3	F	saline	0	7	20.4	19.7	0.035532994923857864
CMR-1697	87011.3	F	saline	0	15	20.4	19.7	0.035532994923857864
CMR-1697	87011.3	F	saline	0	21	21.1	19.7	0.07106598984771595
CMR-1697	87011.3	F	saline	0	28	22.5	19.7	0.14213197969543145
CMR-1697	87011.4	F	saline	0	-1	20	20	0
CMR-1697	87011.4	F	saline	0	7	20.3	20	0.015000000000000124
CMR-1697	87011.4	F	saline	0	15	20.7	20	0.03499999999999992
CMR-1697	87011.4	F	saline	0	21	21.8	20	0.09000000000000008
CMR-1697	87011.4	F	saline	0	28	24.1	20	0.20500000000000007
CMR-1697	87011.5	F	saline	0	-1	20.9	20.9	0
CMR-1697	87011.5	F	saline	0	7	20.5	20.9	-0.019138755980861122
CMR-1697	87011.5	F	saline	0	15	21.1	20.9	0.009569377990430672
CMR-1697	87011.5	F	saline	0	21	21.6	20.9	0.03349282296650724
CMR-1697	87011.5	F	saline	0	28	22.7	20.9	0.0861244019138756
CMR-1697	93822.1	F	NTC-s4	10	-1	20.3	20.3	0
CMR-1697	93822.1	F	NTC-s4	10	7	20.1	20.3	-0.009852216748768461
CMR-1697	93822.1	F	NTC-s4	10	15	20.8	20.3	0.024630541871921263
CMR-1697	93822.1	F	NTC-s4	10	21	21.7	20.3	0.06896551724137923
CMR-1697	93822.1	F	NTC-s4	10	28	22.9	20.3	0.12807881773399
CMR-1697	93822.2	F	NTC-s4	10	-1	21.7	21.7	0
CMR-1697	93822.2	F	NTC-s4	10	7	21.7	21.7	0
CMR-1697	93822.2	F	NTC-s4	10	15	22.5	21.7	0.03686635944700467
CMR-1697	93822.2	F	NTC-s4	10	21	22.5	21.7	0.03686635944700467
CMR-1697	93822.2	F	NTC-s4	10	28	23.1	21.7	0.06451612903225823
CMR-1697	93822.3	F	NTC-s4	10	-1	19.3	19.3	0
CMR-1697	93822.3	F	NTC-s4	10	7	19.6	19.3	0.015544041450777257
CMR-1697	93822.3	F	NTC-s4	10	15	19.6	19.3	0.015544041450777257
CMR-1697	93822.3	F	NTC-s4	10	21	20.3	19.3	0.051813471502590636
CMR-1697	93822.3	F	NTC-s4	10	28	21	19.3	0.08808290155440401
CMR-1697	93822.4	F	2439-s4	10	-1	17	17	0
CMR-1697	93822.4	F	2439-s4	10	7	17	17	0
CMR-1697	93822.4	F	2439-s4	10	15	17.8	17	0.04705882352941182
CMR-1697	93822.4	F	2439-s4	10	21	17.4	17	0.0235294117647058
CMR-1697	93822.4	F	2439-s4	10	28	17	17	0
CMR-1697	93822.5	F	2439-s4	10	-1	21.3	21.3	0
CMR-1697	93822.5	F	2439-s4	10	7	20.9	21.3	-0.018779342723004744
CMR-1697	93822.5	F	2439-s4	10	15	21.5	21.3	0.009389671361502261
CMR-1697	93822.5	F	2439-s4	10	21	22.3	21.3	0.04694835680751175
CMR-1697	93822.5	F	2439-s4	10	28	22.6	21.3	0.06103286384976525
CMR-1697	93818.1	F	2439-s4	10	-1	20	20	0
CMR-1697	93818.1	F	2439-s4	10	7	19.8	20	-0.010000000000000009
CMR-1697	93818.1	F	2439-s4	10	15	20.3	20	0.015000000000000124
CMR-1697	93818.1	F	2439-s4	10	21	21.5	20	0.07499999999999996
CMR-1697	93818.1	F	2439-s4	10	28	21.3	20	0.06499999999999995
CMR-1697	93818.2	F	2520-s4	10	-1	18.1	18.1	0
CMR-1697	93818.2	F	2520-s4	10	7	18	18.1	-0.005524861878453136
CMR-1697	93818.2	F	2520-s4	10	15	18	18.1	-0.005524861878453136
CMR-1697	93818.2	F	2520-s4	10	21	18.5	18.1	0.022099447513812098
CMR-1697	93818.2	F	2520-s4	10	28	19.3	18.1	0.06629834254143652
CMR-1697	93818.3	F	2520-s4	10	-1	19	19	0
CMR-1697	93818.3	F	2520-s4	10	7	18.8	19	-0.010526315789473606
CMR-1697	93818.3	F	2520-s4	10	15	19.2	19	0.010526315789473717
CMR-1697	93818.3	F	2520-s4	10	21	20	19	0.05263157894736836
CMR-1697	93818.3	F	2520-s4	10	28	20	19	0.05263157894736836
CMR-1697	93819.1	F	2520-s4	10	-1	21.2	21.2	0
CMR-1697	93819.1	F	2520-s4	10	7	21	21.2	-0.009433962264150941
CMR-1697	93819.1	F	2520-s4	10	15	21.9	21.2	0.03301886792452824
CMR-1697	93819.1	F	2520-s4	10	21	20	21.2	-0.05660377358490565
CMR-1697	93819.1	F	2520-s4	10	28	23	21.2	0.08490566037735858
CMR-1697	93819.2	F	2768-s4	10	-1	18.6	18.6	0
CMR-1697	93819.2	F	2768-s4	10	7	19	18.6	0.021505376344086002
CMR-1697	93819.2	F	2768-s4	10	15	21.6	18.6	0.16129032258064524
CMR-1697	93819.2	F	2768-s4	10	21	20.5	18.6	0.10215053763440851
CMR-1697	93819.2	F	2768-s4	10	28	21.2	18.6	0.13978494623655902
CMR-1697	93819.3	F	2768-s4	10	-1	20.9	20.9	0
CMR-1697	93819.3	F	2768-s4	10	7	20.3	20.9	-0.028708133971291794
CMR-1697	93819.3	F	2768-s4	10	15	20.9	20.9	0
CMR-1697	93819.3	F	2768-s4	10	21	21.4	20.9	0.02392344497607657
CMR-1697	93819.3	F	2768-s4	10	28	22.7	20.9	0.0861244019138756
CMR-1697	93819.4	F	2768-s4	10	-1	19	19	0
CMR-1697	93819.4	F	2768-s4	10	7	18.6	19	-0.021052631578947323
CMR-1697	93819.4	F	2768-s4	10	15	19.1	19	0.0052631578947368585
CMR-1697	93819.4	F	2768-s4	10	21	20.1	19	0.05789473684210544
CMR-1697	93819.4	F	2768-s4	10	28	21.4	19	0.12631578947368416
CMR-1697	93819.5	F	2768-s4	10	-1	19.4	19.4	0
CMR-1697	93819.5	F	2768-s4	10	7	19.1	19.4	-0.01546391752577303
CMR-1697	93819.5	F	2768-s4	10	15	19.3	19.4	-0.005154639175257603
CMR-1697	93819.5	F	2768-s4	10	21	21.8	19.4	0.1237113402061858
CMR-1697	93819.5	F	2768-s4	10	28	21.5	19.4	0.10824742268041243
CMR-1871	97826.1	M	2439-s4 fixed tail	1	0	20.3	20.3	0
CMR-1871	97826.1	M	2439-s4 fixed tail	1	7	20.4	20.3	0.004926108374384119
CMR-1871	97826.1	M	2439-s4 fixed tail	1	14	20.7	20.3	0.019704433497536922
CMR-1871	97826.1	M	2439-s4 fixed tail	1	21	21.8	20.3	0.07389162561576357
CMR-1871	97826.1	M	2439-s4 fixed tail	1	28	23.3	20.3	0.14778325123152714
CMR-1871	97826.2	M	2439-s4 fixed tail	1	0	23.6	23.6	0
CMR-1871	97826.2	M	2439-s4 fixed tail	1	7	24.5	23.6	0.03813559322033888
CMR-1871	97826.2	M	2439-s4 fixed tail	1	14	24.9	23.6	0.05508474576271172
CMR-1871	97826.2	M	2439-s4 fixed tail	1	21	26.2	23.6	0.11016949152542366
CMR-1871	97826.2	M	2439-s4 fixed tail	1	28	26.9	23.6	0.13983050847457612
CMR-1871	97826.3	M	2439-s4 fixed tail	1	0	20.7	20.7	0
CMR-1871	97826.3	M	2439-s4 fixed tail	1	7	20.9	20.7	0.009661835748792313
CMR-1871	97826.3	M	2439-s4 fixed tail	1	14	21.6	20.7	0.04347826086956541
CMR-1871	97826.3	M	2439-s4 fixed tail	1	21	23.1	20.7	0.11594202898550732
CMR-1871	97826.3	M	2439-s4 fixed tail	1	28	24.3	20.7	0.17391304347826098
CMR-1871	97826.4	M	2439-s4 fixed tail	1	0	20.3	20.3	0
CMR-1871	97826.4	M	2439-s4 fixed tail	1	7	20.6	20.3	0.014778325123152802
CMR-1871	97826.4	M	2439-s4 fixed tail	1	14	21.3	20.3	0.049261083743842304
CMR-1871	97826.4	M	2439-s4 fixed tail	1	21	22.2	20.3	0.09359605911330049
CMR-1871	97826.4	M	2439-s4 fixed tail	1	28	23.2	20.3	0.1428571428571428
CMR-1871	97826.5	M	2439-s4 fixed tail	1	0	18.8	18.8	0
CMR-1871	97826.5	M	2439-s4 fixed tail	1	7	19.4	18.8	0.03191489361702127
CMR-1871	97826.5	M	2439-s4 fixed tail	1	14	19.7	18.8	0.0478723404255319
CMR-1871	97826.5	M	2439-s4 fixed tail	1	21	20.5	18.8	0.09042553191489366
CMR-1871	97826.5	M	2439-s4 fixed tail	1	28	21.1	18.8	0.12234042553191493
CMR-1871	97828.1	M	saline	0	0	26.6	26.6	0
CMR-1871	97828.1	M	saline	0	7	26.8	26.6	0.007518796992481258
CMR-1871	97828.1	M	saline	0	14	27.3	26.6	0.026315789473684292
CMR-1871	97828.1	M	saline	0	21	27.8	26.6	0.045112781954887105
CMR-1871	97828.1	M	saline	0	28	28.9	26.6	0.08646616541353369
CMR-1871	97829.1	F	saline	0	0	18.6	18.6	0
CMR-1871	97829.1	F	saline	0	7	18.7	18.6	0.005376344086021501
CMR-1871	97829.1	F	saline	0	14	19	18.6	0.021505376344086002
CMR-1871	97829.1	F	saline	0	21	20	18.6	0.07526881720430101
CMR-1871	97829.1	F	saline	0	28	20.4	18.6	0.09677419354838701
CMR-1871	97829.2	F	2439-s4 fixed tail	1	0	20.8	20.8	0
CMR-1871	97829.2	F	2439-s4 fixed tail	1	7	20.8	20.8	0
CMR-1871	97829.2	F	2439-s4 fixed tail	1	14	21.2	20.8	0.019230769230769162
CMR-1871	97829.2	F	2439-s4 fixed tail	1	21	21.5	20.8	0.033653846153846034
CMR-1871	97829.2	F	2439-s4 fixed tail	1	28	22.2	20.8	0.06730769230769229
CMR-1871	97829.3	F	2439-s4 fixed tail	1	0	20.1	20.1	0
CMR-1871	97829.3	F	2439-s4 fixed tail	1	7	20.2	20.1	0.004975124378109319
CMR-1871	97829.3	F	2439-s4 fixed tail	1	14	21.1	20.1	0.04975124378109452
CMR-1871	97829.3	F	2439-s4 fixed tail	1	21	23.4	20.1	0.16417910447761175
CMR-1871	97829.3	F	2439-s4 fixed tail	1	28	22.7	20.1	0.12935323383084563
CMR-1871	97829.4	F	2439-s4 fixed tail	1	0	18.5	18.5	0
CMR-1871	97829.4	F	2439-s4 fixed tail	1	7	18.5	18.5	0
CMR-1871	97829.4	F	2439-s4 fixed tail	1	14	19	18.5	0.027027027027026973
CMR-1871	97829.4	F	2439-s4 fixed tail	1	21	21.1	18.5	0.14054054054054066
CMR-1871	97829.4	F	2439-s4 fixed tail	1	28	19.9	18.5	0.07567567567567557
CMR-1871	97830.1	M	2439-s4 fixed tail	0.2	0	28.3	28.3	0
CMR-1871	97830.1	M	2439-s4 fixed tail	0.2	7	29.4	28.3	0.03886925795052987
CMR-1871	97830.1	M	2439-s4 fixed tail	0.2	14	29.4	28.3	0.03886925795052987
CMR-1871	97830.1	M	2439-s4 fixed tail	0.2	21	30.2	28.3	0.06713780918727918
CMR-1871	97830.1	M	2439-s4 fixed tail	0.2	28	29.9	28.3	0.05653710247349819
CMR-1871	97830.2	M	2439-s4 fixed tail	0.2	0	29.1	29.1	0
CMR-1871	97830.2	M	2439-s4 fixed tail	0.2	7	30	29.1	0.030927835051546282
CMR-1871	97830.2	M	2439-s4 fixed tail	0.2	14	30.2	29.1	0.03780068728522323
CMR-1871	97830.2	M	2439-s4 fixed tail	0.2	21	34	29.1	0.16838487972508576
CMR-1871	97830.2	M	2439-s4 fixed tail	0.2	28	31.2	29.1	0.07216494845360821
CMR-1871	97830.3	M	2439-s4 fixed tail	0.2	0	29.3	29.3	0
CMR-1871	97830.3	M	2439-s4 fixed tail	0.2	7	29.3	29.3	0
CMR-1871	97830.3	M	2439-s4 fixed tail	0.2	14	30.3	29.3	0.03412969283276457
CMR-1871	97830.3	M	2439-s4 fixed tail	0.2	21	30.4	29.3	0.03754266211604085
CMR-1871	97830.3	M	2439-s4 fixed tail	0.2	28	29.7	29.3	0.013651877133105783
CMR-1871	97830.4	M	2439-s4 fixed tail	0.2	0	25	25	0
CMR-1871	97830.4	M	2439-s4 fixed tail	0.2	7	25.8	25	0.03200000000000003
CMR-1871	97830.4	M	2439-s4 fixed tail	0.2	14	26.4	25	0.05600000000000005
